unix,date,symbol,open,high,low,close,Volume COOL,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1670889600000,2022-12-13 00:00:00,COOL/USDT,2839.53,2839.53,2839.53,2839.53,0,0,0,0,0,2744.594836849472226881
1670803200000,2022-12-12 00:00:00,COOL/USDT,2700,2839.53,2628.45,2839.53,16.29718755,0.005945,7.88493255,0.002779,5,2744.594836849472226881
1670716800000,2022-12-11 00:00:00,COOL/USDT,2700,2700,2700,2700,0,0,0,0,0,2700
1670630400000,2022-12-10 00:00:00,COOL/USDT,2700,2700,2700,2700,0,0,0,0,0,2700
1670544000000,2022-12-09 00:00:00,COOL/USDT,2700,2700,2700,2700,0,0,0,0,0,2700
1670457600000,2022-12-08 00:00:00,COOL/USDT,2700,2700,2700,2700,0.0054,0.000002,0,0,1,2700
1670371200000,2022-12-07 00:00:00,COOL/USDT,2700,2700,2700,2700,0.3645,0.000135,0,0,1,2700
1670284800000,2022-12-06 00:00:00,COOL/USDT,2839.52,2839.52,2839.52,2839.52,0,0,0,0,0,2839.52
1670198400000,2022-12-05 00:00:00,COOL/USDT,2839.52,2839.52,2839.52,2839.52,0,0,0,0,0,2839.52
1670112000000,2022-12-04 00:00:00,COOL/USDT,2839.52,2839.52,2839.52,2839.52,0,0,0,0,0,2839.52
1670025600000,2022-12-03 00:00:00,COOL/USDT,2839.52,2839.52,2839.52,2839.52,0,0,0,0,0,2839.52
1669939200000,2022-12-02 00:00:00,COOL/USDT,2839.52,2839.52,2839.52,2839.52,0,0,0,0,0,2839.52
1669852800000,2022-12-01 00:00:00,COOL/USDT,2839.52,2839.52,2839.52,2839.52,0,0,0,0,0,2839.52
1669766400000,2022-11-30 00:00:00,COOL/USDT,2839.52,2839.52,2839.52,2839.52,0,0,0,0,0,2839.52
1669680000000,2022-11-29 00:00:00,COOL/USDT,2839.52,2839.52,2839.52,2839.52,10.01498704,0.003527,10.01498704,0.003527,1,2839.52
1669593600000,2022-11-28 00:00:00,COOL/USDT,2970,2970,2970,2970,4.07484,0.001372,0,0,2,2970
1669507200000,2022-11-27 00:00:00,COOL/USDT,3280.98,3280.98,2970,2970,10.21342824,0.003126,0,0,5,3268.500521042991143588
1669420800000,2022-11-26 00:00:00,COOL/USDT,3280.98,3280.98,3280.98,3280.98,0,0,0,0,0,3280.98
1669334400000,2022-11-25 00:00:00,COOL/USDT,3280.98,3280.98,3280.98,3280.98,6.23058102,0.001899,0,0,2,3280.98
1669248000000,2022-11-24 00:00:00,COOL/USDT,3280.98,3280.98,3280.98,3280.98,0.04265274,0.000013,0,0,1,3280.98
1669161600000,2022-11-23 00:00:00,COOL/USDT,3280.98,3280.98,3280.98,3280.98,0,0,0,0,0,3280.98
1669075200000,2022-11-22 00:00:00,COOL/USDT,3280.98,3280.98,3280.98,3280.98,0,0,0,0,0,3280.98
1668988800000,2022-11-21 00:00:00,COOL/USDT,3280.98,3280.98,3280.98,3280.98,1.18443378,0.000361,0,0,2,3280.98
1668902400000,2022-11-20 00:00:00,COOL/USDT,3707.32,3707.32,3280.98,3280.98,70.61251748,0.019625,8.77522644,0.002367,3,3607.716812330594731261
1668816000000,2022-11-19 00:00:00,COOL/USDT,3707.32,3707.32,3707.32,3707.32,0,0,0,0,0,3707.32
1668729600000,2022-11-18 00:00:00,COOL/USDT,3707.32,3707.32,3707.32,3707.32,0.99726908,0.000269,0.99726908,0.000269,1,3707.32
1668643200000,2022-11-17 00:00:00,COOL/USDT,2970,2970,2970,2970,0,0,0,0,0,2970
1668556800000,2022-11-16 00:00:00,COOL/USDT,2970,2970,2970,2970,0,0,0,0,0,2970
1668470400000,2022-11-15 00:00:00,COOL/USDT,2970,2970,2970,2970,0.35343,0.000119,0,0,1,2970
1668384000000,2022-11-14 00:00:00,COOL/USDT,3538.12,3538.12,2970,2970,12.53053773,0.004156,2.019,0.000673,5,3017.701647116807332735
1668297600000,2022-11-13 00:00:00,COOL/USDT,3538.11,3538.11,3538.11,3538.11,0,0,0,0,0,3568.37546409247650746
1668211200000,2022-11-12 00:00:00,COOL/USDT,3538.11,3538.11,3538.11,3538.11,0,0,0,0,0,3568.37546409247650746
1668124800000,2022-11-11 00:00:00,COOL/USDT,3538.11,3538.11,3538.11,3538.11,0,0,0,0,0,3568.37546409247650746
1668038400000,2022-11-10 00:00:00,COOL/USDT,3600.25,3600.25,3538.11,3538.11,49.91066344,0.013988,0,0,5,3568.37546409247650746
1667952000000,2022-11-09 00:00:00,COOL/USDT,3999.99,3999.99,3600.23,3600.23,8.14899425,0.002127,0,0,2,3841.390465532246510052
1667865600000,2022-11-08 00:00:00,COOL/USDT,3999.99,3999.99,3999.99,3999.99,3.7199907,0.00093,0,0,2,3999.99
1667779200000,2022-11-07 00:00:00,COOL/USDT,3999.99,3999.99,3999.99,3999.99,0,0,0,0,0,4000.036965969394397481
1667692800000,2022-11-06 00:00:00,COOL/USDT,3999.99,3999.99,3999.99,3999.99,0,0,0,0,0,4000.036965969394397481
1667606400000,2022-11-05 00:00:00,COOL/USDT,4000.4,4000.4,3999.99,3999.99,95.58088322,0.023895,0,0,10,4000.036965969394397481
1667520000000,2022-11-04 00:00:00,COOL/USDT,4000,4000,4000,4000,0,0,0,0,0,3999.997437479139426467
1667433600000,2022-11-03 00:00:00,COOL/USDT,3999.99,4000,3999.99,4000,19.5119875,0.004878,4.9999875,0.00125,3,3999.997437479139426467
1667347200000,2022-11-02 00:00:00,COOL/USDT,3800,3800,3600.2,3600.2,15.9359854,0.004295,0,0,2,3713.018898541410561282
1667260800000,2022-11-01 00:00:00,COOL/USDT,5678.02,5678.02,3600,4648.99,53.48850934,0.013025,21.00496452,0.004479,8,4169.60734500365494762
1667174400000,2022-10-31 00:00:00,COOL/USDT,5356.97,5735.37,5356.97,5735.37,12.42394012,0.002236,12.42394012,0.002236,6,5562.747794864645564631
1667088000000,2022-10-30 00:00:00,COOL/USDT,4999.89,5356.97,4999.89,5356.97,9.53259693,0.001841,4.91769846,0.000918,5,5184.101267820467890063
1667001600000,2022-10-29 00:00:00,COOL/USDT,4999.89,4999.9,4999.89,4999.9,3.68492112,0.000737,3.68492112,0.000737,2,4999.892971510282966382
1666915200000,2022-10-28 00:00:00,COOL/USDT,4999.9,4999.9,4999.89,4999.89,9.26981258,0.001854,9.26481268,0.001853,3,4999.898910465803613906
1666828800000,2022-10-27 00:00:00,COOL/USDT,5309.03,5309.03,5309.03,5309.03,0.63177457,0.000119,0,0,1,5309.03
1666742400000,2022-10-26 00:00:00,COOL/USDT,5356.96,5356.96,5356.96,5356.96,1.0981768,0.000205,1.0981768,0.000205,1,5356.96
1666656000000,2022-10-25 00:00:00,COOL/USDT,5309.03,5309.03,5309.03,5309.03,0,0,0,0,0,5344.041959015587160231
1666569600000,2022-10-24 00:00:00,COOL/USDT,5938.9,5938.9,5309.03,5309.03,29.2172784,0.00547,2.5536924,0.000448,6,5344.041959015587160231
1666483200000,2022-10-23 00:00:00,COOL/USDT,5998.9,5998.9,5998.9,5998.9,1.1877822,0.000198,1.1877822,0.000198,1,5998.9
1666396800000,2022-10-22 00:00:00,COOL/USDT,4999.9,4999.9,4999.9,4999.9,0,0,0,0,0,5000.268071057388365195
1666310400000,2022-10-21 00:00:00,COOL/USDT,4999.9,4999.9,4999.9,4999.9,0,0,0,0,0,5000.268071057388365195
1666224000000,2022-10-20 00:00:00,COOL/USDT,4999.9,4999.9,4999.9,4999.9,0,0,0,0,0,5000.268071057388365195
1666137600000,2022-10-19 00:00:00,COOL/USDT,4999.9,4999.9,4999.9,4999.9,0,0,0,0,0,5000.268071057388365195
1666051200000,2022-10-18 00:00:00,COOL/USDT,5000.5,5000.56,4999.9,4999.9,48.07257709,0.009614,0,0,7,5000.268071057388365195
1665964800000,2022-10-17 00:00:00,COOL/USDT,15999.99,15999.99,15999.99,15999.99,0,0,0,0,0,16663.633368063625097714
1665878400000,2022-10-16 00:00:00,COOL/USDT,15999.99,15999.99,15999.99,15999.99,0,0,0,0,0,16663.633368063625097714
1665792000000,2022-10-15 00:00:00,COOL/USDT,16999.96,16999.96,15999.99,15999.99,2.99699469,0.00018,2.99699469,0.00018,2,16663.633368063625097714
1665705600000,2022-10-14 00:00:00,COOL/USDT,5000,5000,5000,5000,0,0,0,0,0,5000
1665619200000,2022-10-13 00:00:00,COOL/USDT,5000,5000,5000,5000,0.24,0.000048,0,0,1,5000
1665532800000,2022-10-12 00:00:00,COOL/USDT,5000,5000,5000,5000,0,0,0,0,0,5000
1665446400000,2022-10-11 00:00:00,COOL/USDT,5000,5000,5000,5000,0.465,0.000093,0,0,1,5000
1665360000000,2022-10-10 00:00:00,COOL/USDT,5599.99,5599.99,5599.99,5599.99,1.01359819,0.000181,1.01359819,0.000181,1,5599.99
1665273600000,2022-10-09 00:00:00,COOL/USDT,30998.97,30998.97,30998.97,30998.97,0,0,0,0,0,30998.97
1665187200000,2022-10-08 00:00:00,COOL/USDT,30998.97,30998.97,30998.97,30998.97,1.51894953,0.000049,1.51894953,0.000049,1,30998.97
1665100800000,2022-10-07 00:00:00,COOL/USDT,3538.11,3538.11,3538.11,3538.11,0.33258234,0.000094,0,0,1,3538.11
1665014400000,2022-10-06 00:00:00,COOL/USDT,4938.14,4938.14,3538.11,3538.11,17.48288672,0.004123,0,0,3,4355.892066281648938122
1664928000000,2022-10-05 00:00:00,COOL/USDT,7538.11,34997,4938.14,4938.18,84.51291641,0.005563,74.30077317,0.003495,5,27078.408271399894765505
1664841600000,2022-10-04 00:00:00,COOL/USDT,3538.11,3538.11,3538.11,3538.11,0,0,0,0,0,3538.11
1664755200000,2022-10-03 00:00:00,COOL/USDT,3538.11,3538.11,3538.11,3538.11,16.66803621,0.004711,0,0,2,3538.11
1664668800000,2022-10-02 00:00:00,COOL/USDT,3538.11,3538.11,3538.11,3538.11,0,0,0,0,0,3504.493509454338019392
1664582400000,2022-10-01 00:00:00,COOL/USDT,2970.01,3538.11,2970.01,3538.11,10.13868658,0.002898,0,0,2,3504.493509454338019392
1664496000000,2022-09-30 00:00:00,COOL/USDT,2969.88,7538.1,2969.88,7538.1,7.5070044,0.002217,1.5226962,0.000202,2,3896.482791755923308104
1664409600000,2022-09-29 00:00:00,COOL/USDT,2000.31,6538.1,2000.31,6538.1,5.20314064,0.000868,4.9951084,0.000764,3,6356.669843933797645723
1664323200000,2022-09-28 00:00:00,COOL/USDT,2000.3,6538.1,2000.29,6538.1,22.52544872,0.008414,8.20531239,0.001255,4,3653.275882941025824766
1664236800000,2022-09-27 00:00:00,COOL/USDT,7538.11,7538.11,7538.11,7538.11,0,0,0,0,0,7250.149428720109953905
1664150400000,2022-09-26 00:00:00,COOL/USDT,7462.72,7538.11,2000,7538.11,19.45475588,0.002827,15.77886084,0.002169,4,7250.149428720109953905
1664064000000,2022-09-25 00:00:00,COOL/USDT,7462.72,7462.72,7462.72,7462.72,0,0,0,0,0,7462.72
1663977600000,2022-09-24 00:00:00,COOL/USDT,7462.72,7462.72,7462.72,7462.72,0,0,0,0,0,7462.72
1663891200000,2022-09-23 00:00:00,COOL/USDT,7462.72,7462.72,7462.72,7462.72,0.08955264,0.000012,0.08955264,0.000012,1,7462.72
1663804800000,2022-09-22 00:00:00,COOL/USDT,7462.72,7462.72,7462.72,7462.72,0,0,0,0,0,7462.72
1663718400000,2022-09-21 00:00:00,COOL/USDT,7462.72,7462.72,7462.72,7462.72,1.0074672,0.000135,1.0074672,0.000135,1,7462.72
1663632000000,2022-09-20 00:00:00,COOL/USDT,7462.73,7462.73,7462.73,7462.73,1.09702131,0.000147,1.09702131,0.000147,1,7462.73
1663545600000,2022-09-19 00:00:00,COOL/USDT,786.07,786.07,786.07,786.07,0,0,0,0,0,786.07
1663459200000,2022-09-18 00:00:00,COOL/USDT,786.07,786.07,786.07,786.07,0,0,0,0,0,786.07
1663372800000,2022-09-17 00:00:00,COOL/USDT,786.07,786.07,786.07,786.07,0,0,0,0,0,786.07
1663286400000,2022-09-16 00:00:00,COOL/USDT,786.07,786.07,786.07,786.07,0.07389058,0.000094,0,0,1,786.07
1663200000000,2022-09-15 00:00:00,COOL/USDT,113.29,113.29,113.29,113.29,0,0,0,0,0,113.29
1663113600000,2022-09-14 00:00:00,COOL/USDT,113.29,113.29,113.29,113.29,0,0,0,0,0,113.29
1663027200000,2022-09-13 00:00:00,COOL/USDT,113.29,113.29,113.29,113.29,0,0,0,0,0,113.29
1662940800000,2022-09-12 00:00:00,COOL/USDT,113.29,113.29,113.29,113.29,0,0,0,0,0,113.29
1662854400000,2022-09-11 00:00:00,COOL/USDT,113.29,113.29,113.29,113.29,0,0,0,0,0,113.29
1662768000000,2022-09-10 00:00:00,COOL/USDT,113.29,113.29,113.29,113.29,0,0,0,0,0,113.29
1662681600000,2022-09-09 00:00:00,COOL/USDT,113.29,113.29,113.29,113.29,0.01676692,0.000148,0,0,1,113.29
1662595200000,2022-09-08 00:00:00,COOL/USDT,7462.73,7462.73,7462.73,7462.73,0,0,0,0,0,7462.73
1662508800000,2022-09-07 00:00:00,COOL/USDT,7462.73,7462.73,7462.73,7462.73,1.00746855,0.000135,0,0,1,7462.73
1662422400000,2022-09-06 00:00:00,COOL/USDT,7462.73,7462.73,7462.73,7462.73,0,0,0,0,0,7462.73
1662336000000,2022-09-05 00:00:00,COOL/USDT,7462.73,7462.73,7462.73,7462.73,0,0,0,0,0,7462.73
1662249600000,2022-09-04 00:00:00,COOL/USDT,7462.73,7462.73,7462.73,7462.73,0,0,0,0,0,7462.73
1662163200000,2022-09-03 00:00:00,COOL/USDT,7462.73,7462.73,7462.73,7462.73,28.41807584,0.003808,0,0,5,7462.73
1662076800000,2022-09-02 00:00:00,COOL/USDT,7462.73,7462.73,7462.73,7462.73,0,0,0,0,0,7497.17695597796351699
1661990400000,2022-09-01 00:00:00,COOL/USDT,7462.73,7462.73,7462.73,7462.73,0,0,0,0,0,7497.17695597796351699
1661904000000,2022-08-31 00:00:00,COOL/USDT,7462.73,7462.73,7462.73,7462.73,0,0,0,0,0,7497.17695597796351699
1661817600000,2022-08-30 00:00:00,COOL/USDT,7462.73,7462.73,7462.73,7462.73,0,0,0,0,0,7497.17695597796351699
1661731200000,2022-08-29 00:00:00,COOL/USDT,7538.1,7538.1,7462.73,7462.73,2.39153952,0.000319,1.0930245,0.000145,2,7497.17695597796351699
1661644800000,2022-08-28 00:00:00,COOL/USDT,7462.73,7462.73,7462.73,7462.73,0,0,0,0,0,7502.454079343590949524
1661558400000,2022-08-27 00:00:00,COOL/USDT,7462.73,7462.73,7462.73,7462.73,0,0,0,0,0,7502.454079343590949524
1661472000000,2022-08-26 00:00:00,COOL/USDT,7462.73,7462.73,7462.73,7462.73,0,0,0,0,0,7502.454079343590949524
1661385600000,2022-08-25 00:00:00,COOL/USDT,7538.1,7538.1,7462.73,7462.73,20.78127471,0.00277,10.9528593,0.001453,12,7502.454079343590949524
1661299200000,2022-08-24 00:00:00,COOL/USDT,7462.73,7462.73,7462.73,7462.73,0,0,0,0,0,7462.73
1661212800000,2022-08-23 00:00:00,COOL/USDT,7462.73,7462.73,7462.73,7462.73,0,0,0,0,0,7462.73
1661126400000,2022-08-22 00:00:00,COOL/USDT,7462.73,7462.73,7462.73,7462.73,0,0,0,0,0,7462.73
1661040000000,2022-08-21 00:00:00,COOL/USDT,7462.73,7462.73,7462.73,7462.73,0,0,0,0,0,7462.73
1660953600000,2022-08-20 00:00:00,COOL/USDT,7462.73,7462.73,7462.73,7462.73,0,0,0,0,0,7462.73
1660867200000,2022-08-19 00:00:00,COOL/USDT,7462.73,7462.73,7462.73,7462.73,0.26865828,0.000036,0,0,1,7462.73
1660780800000,2022-08-18 00:00:00,COOL/USDT,7462.73,7462.73,7462.73,7462.73,54.08986704,0.007248,0,0,3,7462.73
1660694400000,2022-08-17 00:00:00,COOL/USDT,7462.73,7462.73,7462.73,7462.73,0,0,0,0,0,7462.73
1660608000000,2022-08-16 00:00:00,COOL/USDT,7462.73,7462.73,7462.73,7462.73,0,0,0,0,0,7462.73
1660521600000,2022-08-15 00:00:00,COOL/USDT,7462.73,7462.73,7462.73,7462.73,0,0,0,0,0,7462.73
1660435200000,2022-08-14 00:00:00,COOL/USDT,7462.73,7462.73,7462.73,7462.73,8.09706205,0.001085,8.09706205,0.001085,1,7462.73
1660348800000,2022-08-13 00:00:00,COOL/USDT,7462.73,7462.73,7462.73,7462.73,17.88816381,0.002397,17.88816381,0.002397,2,7462.73
1660262400000,2022-08-12 00:00:00,COOL/USDT,7462.73,7462.73,7462.73,7462.73,0,0,0,0,0,7499.391520092496619337
1660176000000,2022-08-11 00:00:00,COOL/USDT,7538.11,7538.11,7462.73,7462.73,28.7819384,0.003838,28.7819384,0.003838,3,7499.391520092496619337
1660089600000,2022-08-10 00:00:00,COOL/USDT,7614.24879127,7614.24879127,7614.24879127,7614.24879127,0,0,0,0,0,7614.24879127
1660003200000,2022-08-09 00:00:00,COOL/USDT,7614.24879127,7614.24879127,7614.24879127,7614.24879127,0,0,0,0,0,7614.24879127
1659916800000,2022-08-08 00:00:00,COOL/USDT,7614.24879127,7614.24879127,7614.24879127,7614.24879127,0,0,0,0,0,7614.24879127
1659830400000,2022-08-07 00:00:00,COOL/USDT,7614.24879127,7614.24879127,7614.24879127,7614.24879127,0,0,0,0,0,7614.24879127
1659744000000,2022-08-06 00:00:00,COOL/USDT,7614.24879127,7614.24879127,7614.24879127,7614.24879127,0,0,0,0,0,7614.24879127
1659657600000,2022-08-05 00:00:00,COOL/USDT,7614.24879127,7614.24879127,7614.24879127,7614.24879127,0,0,0,0,0,7614.24879127
1659571200000,2022-08-04 00:00:00,COOL/USDT,7614.24879127,7614.24879127,7614.24879127,7614.24879127,0,0,0,0,0,7614.24879127
1659484800000,2022-08-03 00:00:00,COOL/USDT,7614.24879127,7614.24879127,7614.24879127,7614.24879127,0,0,0,0,0,7614.24879127
1659398400000,2022-08-02 00:00:00,COOL/USDT,7614.24879127,7614.24879127,7614.24879127,7614.24879127,0,0,0,0,0,7614.24879127
1659312000000,2022-08-01 00:00:00,COOL/USDT,7614.24879127,7614.24879127,7614.24879127,7614.24879127,0,0,0,0,0,7614.24879127
1659225600000,2022-07-31 00:00:00,COOL/USDT,7614.24879127,7614.24879127,7614.24879127,7614.24879127,58.54755794,0.00768921,0,0,0,7614.24879127
1659139200000,2022-07-30 00:00:00,COOL/USDT,7614.19996314,7614.24879127,7614.19996314,7614.24879127,48.67328776,0.00639241,0,0,0,7614.23121556
1659052800000,2022-07-29 00:00:00,COOL/USDT,7614.19996314,7614.19996314,7614.19996314,7614.19996314,63.5113363,0.00834117,0,0,0,7614.19996314
1658966400000,2022-07-28 00:00:00,COOL/USDT,7614.10230689,7614.24879127,7614.10230689,7614.19996314,86.25750182,0.01132851,0,0,0,7614.19655588
1658880000000,2022-07-27 00:00:00,COOL/USDT,7613.51636939,7613.90699439,7613.51636939,7613.90699439,55.17509554,0.00724692,0,0,0,7613.59247068
1658793600000,2022-07-26 00:00:00,COOL/USDT,7612.73511939,7613.51636939,7612.73511939,7613.51636939,58.4681457,0.0076798,0,0,0,7613.23806624
1658707200000,2022-07-25 00:00:00,COOL/USDT,7589.29761939,7612.73511939,7589.29761939,7612.73511939,152.69467256,0.02006889,0,0,0,7608.52606046
1658620800000,2022-07-24 00:00:00,COOL/USDT,7290.64707576,7609.38691701,7290.64707576,7589.29761939,98.56635309,0.0132437,0,0,0,7442.50874687
1658534400000,2022-07-23 00:00:00,COOL/USDT,7255.49891084,7289.13310753,7255.49891084,7273.0729933,139.82703617,0.01925302,0,0,0,7262.6027591
1658448000000,2022-07-22 00:00:00,COOL/USDT,7253.39925885,7255.49891084,7253.39925885,7255.49891084,32.63186178,0.0044976,0,0,0,7255.39438574
1658361600000,2022-07-21 00:00:00,COOL/USDT,7246.40041888,7249.19995487,7240.80134691,7249.19995487,94.95602793,0.01310428,0,0,0,7246.18429479
1658275200000,2022-07-20 00:00:00,COOL/USDT,7095.18914252,7375.57281037,7074.35971311,7246.40041888,109.33833756,0.01525246,0,0,0,7168.57068101
1658188800000,2022-07-19 00:00:00,COOL/USDT,6949.06581843,9701.999926,6392.33978802,7095.18914252,404.98093252,0.05677079,0,0,0,7133.61453174
1658102400000,2022-07-18 00:00:00,COOL/USDT,6170.14394903,6986.13299999,6148.11543929,6986.13299999,120.70295,0.01848548,0,0,0,6529.60864425
1658016000000,2022-07-17 00:00:00,COOL/USDT,5902.933348,7056.69999999,5902.933348,6170.14394903,125.33112452,0.0209947,0,0,0,5969.65541443
1657929600000,2022-07-16 00:00:00,COOL/USDT,5867.35169601,5902.933348,5831.77004401,5902.933348,201.681377,0.03435558,0,0,0,5870.41106572
1657843200000,2022-07-15 00:00:00,COOL/USDT,5867.35169601,5938.515,5867.35169601,5867.35169601,65.36406105,0.01112779,0,0,0,5873.94811136
1657756800000,2022-07-14 00:00:00,COOL/USDT,5936.83013632,5938.515,4997.99999999,5867.35169601,229.14035107,0.03906814,0,0,0,5865.14615426
1657670400000,2022-07-13 00:00:00,COOL/USDT,5936.83013632,5936.83013632,5936.83013632,5936.83013632,53.21756723,0.00896397,0,0,0,5936.83013632
1657584000000,2022-07-12 00:00:00,COOL/USDT,5936.83013632,5936.83013632,5936.83013632,5936.83013632,54.64703719,0.00920475,0,0,0,5936.83013632
1657497600000,2022-07-11 00:00:00,COOL/USDT,5936.83013632,5936.83013632,5936.83013632,5936.83013632,105.65461941,0.01779647,0,0,0,5936.83013632
1657411200000,2022-07-10 00:00:00,COOL/USDT,5935.14527263,5936.83013632,5935.14527263,5936.83013632,144.76529554,0.02438505,0,0,0,5936.64132522
1657324800000,2022-07-09 00:00:00,COOL/USDT,5935.14527263,5935.14527264,5933.46040895,5935.14527263,148.48122771,0.02501737,0,0,0,5935.12538349
1657238400000,2022-07-08 00:00:00,COOL/USDT,5931.77554526,5935.14527263,5931.77554526,5935.14527263,56.58690471,0.00953474,0,0,0,5934.81360961
1657152000000,2022-07-07 00:00:00,COOL/USDT,5925.03609053,5937.70058137,5925.03609053,5931.77554526,142.06508697,0.02397128,0,0,0,5926.47063361
1657065600000,2022-07-06 00:00:00,COOL/USDT,5830.68372425,5925.03609053,5830.68372425,5925.03609053,111.46603752,0.01892771,0,0,0,5889.0398008
1656979200000,2022-07-05 00:00:00,COOL/USDT,4998,5998.5,4997.99999999,5830.68372425,106.68122252,0.01958461,0,0,0,5447.19667772
1656892800000,2022-07-04 00:00:00,COOL/USDT,4997.99999999,4997.99999999,4997.99999999,4997.99999999,0,0,0,0,0,4997.99999999
1656806400000,2022-07-03 00:00:00,COOL/USDT,4997.99999999,4997.99999999,4997.99999999,4997.99999999,0,0,0,0,0,4997.99999999
1656720000000,2022-07-02 00:00:00,COOL/USDT,4997.99999999,4997.99999999,4997.99999999,4997.99999999,0,0,0,0,0,4997.99999999
1656633600000,2022-07-01 00:00:00,COOL/USDT,4997.99999999,4997.99999999,4997.99999999,4997.99999999,0,0,0,0,0,4997.99999999
1656547200000,2022-06-30 00:00:00,COOL/USDT,4997.99999999,4997.99999999,4997.99999999,4997.99999999,0,0,0,0,0,4997.99999999
1656460800000,2022-06-29 00:00:00,COOL/USDT,4997.99999999,4997.99999999,4997.99999999,4997.99999999,0,0,0,0,0,4997.99999999
1656374400000,2022-06-28 00:00:00,COOL/USDT,4997.99999999,4997.99999999,4997.99999999,4997.99999999,1.00999583,0.00020208,0,0,0,4997.99999999
1656288000000,2022-06-27 00:00:00,COOL/USDT,4998,4998,4998,4998,1.00999584,0.00020208,0,0,0,4998
1656201600000,2022-06-26 00:00:00,COOL/USDT,4998,4998,4998,4998,0,0,0,0,0,4998
1656115200000,2022-06-25 00:00:00,COOL/USDT,4998,4998,4998,4998,0,0,0,0,0,4998
1656028800000,2022-06-24 00:00:00,COOL/USDT,4998,4998,4998,4998,2.48940384,0.00049808,0,0,0,4998
1655942400000,2022-06-23 00:00:00,COOL/USDT,4998,4999,4998,4999,10.09817887,0.0020204,0,0,0,4998.10872599
1655856000000,2022-06-22 00:00:00,COOL/USDT,4999,4999,4999,4999,7.06998572,0.00141428,0,0,0,4999
1655769600000,2022-06-21 00:00:00,COOL/USDT,4999,4999,4999,4999,0,0,0,0,0,4999
1655683200000,2022-06-20 00:00:00,COOL/USDT,4999,4999,4999,4999,0,0,0,0,0,4999
1655596800000,2022-06-19 00:00:00,COOL/USDT,4999,4999,4999,4999,1.01004795,0.00020205,0,0,0,4999
1655510400000,2022-06-18 00:00:00,COOL/USDT,2102,2102,2102,2102,6.78243932,0.00322666,0,0,0,2102
1655424000000,2022-06-17 00:00:00,COOL/USDT,4999,4999,4999,4999,1.00004995,0.00020005,0,0,0,4999
1655337600000,2022-06-16 00:00:00,COOL/USDT,4999,4999,4998.9999999,4999,0,0,0,0,0,4998.99999995
1655251200000,2022-06-15 00:00:00,COOL/USDT,4999,4999,4998.9999999,4999,4.03999183,0.00080816,0,0,0,4998.99999995
1655164800000,2022-06-14 00:00:00,COOL/USDT,7603.36780486,7627.5032317,1200,4999,326.66010706,0.04949782,0,0,0,6599.4847261
1655078400000,2022-06-13 00:00:00,COOL/USDT,7603.36780486,7628.75161584,7577.09972176,7603.36780486,363.15600459,0.04778037,0,0,0,7600.5272583
1654992000000,2022-06-12 00:00:00,COOL/USDT,7576.73560974,7626.67097561,7536.78731703,7603.36780486,288.45716472,0.03796503,0,0,0,7597.9701511
1654905600000,2022-06-11 00:00:00,COOL/USDT,7576.73560973,7629.73504346,7525.13573166,7576.73560973,302.26242173,0.0398871,0,0,0,7577.94930522
1654819200000,2022-06-10 00:00:00,COOL/USDT,7590.05170729,7627.89023466,7526.80024385,7576.73560972,423.80755708,0.05592482,0,0,0,7578.16577835
1654732800000,2022-06-09 00:00:00,COOL/USDT,7576.73560972,7627.60726371,7525.13573166,7610.02585364,574.23625036,0.07578475,0,0,0,7577.20056296
1654646400000,2022-06-08 00:00:00,COOL/USDT,7523.47121946,7629.99999999,7450.23268284,7576.73560972,175.99206245,0.02327592,0,0,0,7561.12164234
1654560000000,2022-06-07 00:00:00,COOL/USDT,7523.47121946,7629.1677439,7418.60695111,7523.47121946,307.65927783,0.04092398,0,0,0,7517.82397095
1654473600000,2022-06-06 00:00:00,COOL/USDT,7203.88487785,7629.99999999,6804.40195084,7470.20682919,346.75981308,0.0464963,0,0,0,7457.79369717
1654387200000,2022-06-05 00:00:00,COOL/USDT,7204.53806175,7611.30160345,6791.5230312,7203.88487785,482.72888819,0.06715905,0,0,0,7187.84569155
1654300800000,2022-06-04 00:00:00,COOL/USDT,7603.37542523,7627.81499997,6819.44634809,7204.53806175,489.36402326,0.06726846,0,0,0,7274.79153324
1654214400000,2022-06-03 00:00:00,COOL/USDT,7603.37542523,7628.03321046,7576.75374559,7613.41310771,392.61151883,0.05163981,0,0,0,7602.88465116
1654128000000,2022-06-02 00:00:00,COOL/USDT,7603.37542523,7627.81499997,7578.62553059,7603.37542523,377.59637725,0.04967014,0,0,0,7602.07998726
1654041600000,2022-06-01 00:00:00,COOL/USDT,7603.37542523,7628.25142095,7578.93585048,7617.34089651,467.85974536,0.06151203,0,0,0,7605.987729
1653955200000,2022-05-31 00:00:00,COOL/USDT,7603.37542523,7630.81539419,7577.19016657,7603.37542523,349.37001754,0.04594817,0,0,0,7603.56761868
1653868800000,2022-05-30 00:00:00,COOL/USDT,6990.48301623,7790.6504767,6192.80828928,7582.4272183,463.80751491,0.06549226,0,0,0,7081.86761171
1653782400000,2022-05-29 00:00:00,COOL/USDT,6569.81498708,6932.78359173,6220.28966407,6220.28966407,67.25961957,0.01017016,0,0,0,6613.42786847
