unix,date,symbol,open,high,low,close,Volume XRP,Volume USDD,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1734307200000,2024-12-16 00:00:00,XRP/USDD,2.3443,2.5817,2.3397,2.4411,905.229,375.3655,472.6938,198.2226,19,2.414
1734220800000,2024-12-15 00:00:00,XRP/USDD,2.4276,2.4276,2.344,2.3455,25.0234,10.6069,4.4796,1.8453,3,2.3595
1734134400000,2024-12-14 00:00:00,XRP/USDD,2.4862,2.4968,2.3502,2.3502,1483.6081,606.4079,755.0192,304.5689,13,2.447
1734048000000,2024-12-13 00:00:00,XRP/USDD,2.2977,2.4374,2.2977,2.4374,14.2494,6,9.654,4,3,2.3763
1733961600000,2024-12-12 00:00:00,XRP/USDD,2.3158,2.4704,2.2809,2.3437,212.802,88.4303,150.9902,61.9523,12,2.4075
1733875200000,2024-12-11 00:00:00,XRP/USDD,2.2977,2.4374,2.2526,2.4374,154.6884,65.1964,145.5878,61.1964,7,2.3736
1733788800000,2024-12-10 00:00:00,XRP/USDD,2.1218,2.3896,1.9101,2.3896,759.0089,371.1212,434.8342,209.384,45,2.0505
1733702400000,2024-12-09 00:00:00,XRP/USDD,2.5369,2.5369,2.0402,2.1287,486.6212,221.4241,339.0189,159.5212,16,2.2083
1733616000000,2024-12-08 00:00:00,XRP/USDD,2.6264,2.6384,2.6264,2.6384,67.1642,25.5636,67.1642,25.5636,2,2.6273
1733529600000,2024-12-07 00:00:00,XRP/USDD,2.4862,2.5867,2.4296,2.5867,1372.1806,557.7899,151.1274,59.5074,34,2.461
1733443200000,2024-12-06 00:00:00,XRP/USDD,2.3427,2.4374,2.3427,2.4374,213.7664,89.1196,139.1359,57.9456,8,2.3987
1733356800000,2024-12-05 00:00:00,XRP/USDD,2.2526,2.4358,2.2084,2.2917,1993.1081,868.8782,427.5764,187.2744,20,2.2945
1733270400000,2024-12-04 00:00:00,XRP/USDD,2.6241,2.6384,2.2977,2.2977,436.1128,178.0116,121.149,46.1619,14,2.4585
1733184000000,2024-12-03 00:00:00,XRP/USDD,2.6399,2.8985,2.3416,2.5369,14838.1117,5407.3506,5021.9323,1843.8559,107,2.7537
1733097600000,2024-12-02 00:00:00,XRP/USDD,2.3896,2.8559,2.2314,2.7449,16899.3414,6852.6621,10468.8106,4180.6175,101,2.4715
1733011200000,2024-12-01 00:00:00,XRP/USDD,1.96,2.3427,1.8622,2.3427,5915.785,2843.6986,1203.986,563.5005,73,2.0891
1732924800000,2024-11-30 00:00:00,XRP/USDD,1.8441,1.96,1.7761,1.9414,460.2805,243.4672,185.833,98.5652,18,1.8909
1732838400000,2024-11-29 00:00:00,XRP/USDD,1.5767,1.811,1.5767,1.811,9426.0556,5776.1133,1190.494,709.4311,69,1.6335
1732752000000,2024-11-28 00:00:00,XRP/USDD,1.4572,1.5458,1.4446,1.5458,156.0973,107.4455,10.593,7.0094,7,1.453
1732665600000,2024-11-27 00:00:00,XRP/USDD,1.428,1.5155,1.403,1.5155,2161.5979,1517.6435,444.7884,306.0519,32,1.4246
1732579200000,2024-11-26 00:00:00,XRP/USDD,1.4249,1.4249,1.2939,1.4,1239.53,908.9586,1209.0595,885.5919,40,1.3638
1732492800000,2024-11-25 00:00:00,XRP/USDD,1.4048,1.5155,1.4,1.5155,845.4768,603.458,8.9158,6,17,1.4011
1732406400000,2024-11-24 00:00:00,XRP/USDD,1.3362,1.428,1.2939,1.428,490.9635,364.088,470.7052,349.0104,24,1.3486
1732320000000,2024-11-23 00:00:00,XRP/USDD,1.5154,1.6082,1.4899,1.4899,3407.9294,2219.8923,1664.5729,1107.4384,21,1.5362
1732233600000,2024-11-22 00:00:00,XRP/USDD,1.2676,1.4858,1.2676,1.4858,2633.535,1979.6092,580.835,451.207,19,1.337
1732147200000,2024-11-21 00:00:00,XRP/USDD,1.1366,1.2432,1.1026,1.2432,1468.138,1299.7854,1468.138,1299.7854,28,1.1302
1732060800000,2024-11-20 00:00:00,XRP/USDD,1.0616,1.1424,1.0614,1.093,837.5705,759.1706,136.8761,124.4446,11,1.1036
1731974400000,2024-11-19 00:00:00,XRP/USDD,1.1136,1.1309,1.0826,1.0869,1188.9737,1075.809,549.1358,498.0986,12,1.1052
1731888000000,2024-11-18 00:00:00,XRP/USDD,1.0822,1.1714,1.0733,1.1243,5261.1157,4660.4345,4838.0064,4282.1454,48,1.129
1731801600000,2024-11-17 00:00:00,XRP/USDD,1.1043,1.1259,1.0003,1.0571,2160.3483,2065.2131,1442.8161,1362.7795,29,1.0465
1731715200000,2024-11-16 00:00:00,XRP/USDD,0.939,1.2188,0.939,1.1258,5920.7698,5623.3232,4169.3839,3898.5575,72,1.0605
1731628800000,2024-11-15 00:00:00,XRP/USDD,0.7882,0.9236,0.78,0.9236,164.7974,190.2095,154.87,177.7993,28,0.8676
1731542400000,2024-11-14 00:00:00,XRP/USDD,0.6976,0.8365,0.6976,0.7579,3387.0041,4475.9164,3181.7726,4204.975,59,0.7581
1731456000000,2024-11-13 00:00:00,XRP/USDD,0.7001,0.7427,0.6468,0.6875,851.2415,1247.7056,479.8118,701.23,39,0.6825
1731369600000,2024-11-12 00:00:00,XRP/USDD,0.5975,0.7389,0.5975,0.738,1448.4373,2091.8015,440.5827,647.1687,54,0.6937
1731283200000,2024-11-11 00:00:00,XRP/USDD,0.5936,0.6299,0.5885,0.6299,138.65,229.4894,132.2244,218.5709,8,0.6043
1731196800000,2024-11-10 00:00:00,XRP/USDD,0.5629,0.6115,0.5629,0.5777,3198.9715,5344.5865,1296.5422,2178.4651,38,0.5989
1731110400000,2024-11-09 00:00:00,XRP/USDD,0.5472,0.554,0.5462,0.5529,2689.244,4878.4047,354.8761,642.9545,16,0.5512
1731024000000,2024-11-08 00:00:00,XRP/USDD,0.5357,0.5531,0.5357,0.5531,767.2054,1398.9534,0,0,3,0.5484
1730937600000,2024-11-07 00:00:00,XRP/USDD,0.5412,0.5741,0.5412,0.5545,1125.7757,2034.0877,164.329,296.895,14,0.5534
1730851200000,2024-11-06 00:00:00,XRP/USDD,0.519,0.5428,0.519,0.5428,1896.6481,3581.2472,692.2747,1327.0779,17,0.5296
1730764800000,2024-11-05 00:00:00,XRP/USDD,0.5098,0.5098,0.5091,0.5091,6.1331,12.0366,0,0,3,0.5095
1730678400000,2024-11-04 00:00:00,XRP/USDD,0.505,0.505,0.5012,0.5012,193.7558,384.972,193.7558,384.972,8,0.5033
1730592000000,2024-11-03 00:00:00,XRP/USDD,0.4988,0.4988,0.4988,0.4988,0.0403,0.0809,0,0,1,0.4988
1730505600000,2024-11-02 00:00:00,XRP/USDD,0.509,0.509,0.509,0.509,28.2706,55.5415,28.2706,55.5415,4,0.509
1730419200000,2024-11-01 00:00:00,XRP/USDD,0.5132,0.5206,0.5102,0.5102,261.5256,510.821,239.6595,467.9965,18,0.5119
1730332800000,2024-10-31 00:00:00,XRP/USDD,0.5192,0.5206,0.5096,0.5096,574.9377,1105.126,12.9342,25.3812,3,0.5202
1730246400000,2024-10-30 00:00:00,XRP/USDD,0.5265,0.5265,0.5244,0.5244,556.343,1056.909,29.843,56.909,2,0.5263
1730160000000,2024-10-29 00:00:00,XRP/USDD,0.5187,0.5271,0.5179,0.5262,340.4231,651.7243,215.7851,412.6418,14,0.5223
1730073600000,2024-10-28 00:00:00,XRP/USDD,0.5183,0.5183,0.5183,0.5183,70.8336,136.6654,70.8336,136.6654,4,0.5183
1729987200000,2024-10-27 00:00:00,XRP/USDD,0.5,0.5,0.5,0.5,0,0,0,0,0,0.5298
1729900800000,2024-10-26 00:00:00,XRP/USDD,0.5,0.5,0.5,0.5,0,0,0,0,0,0.5298
1729814400000,2024-10-25 00:00:00,XRP/USDD,0.529,0.5455,0.5,0.5,524.9218,991.3589,460.9988,868.5262,19,0.5298
1729728000000,2024-10-24 00:00:00,XRP/USDD,0.528,0.5315,0.528,0.5308,171.1219,323.6734,36.1331,68.0128,6,0.5286
1729641600000,2024-10-23 00:00:00,XRP/USDD,0.5202,0.5242,0.5202,0.5242,13.6381,26.0324,12.5977,24.0324,2,0.5238
1729555200000,2024-10-22 00:00:00,XRP/USDD,0.5346,0.5346,0.5306,0.5306,113.7788,213.1263,112.7176,211.1263,3,0.5338
1729468800000,2024-10-21 00:00:00,XRP/USDD,0.5466,0.5539,0.5449,0.5539,2623.7267,4797.8014,1021.0409,1860.7637,25,0.5468
1729382400000,2024-10-20 00:00:00,XRP/USDD,0.5461,0.5461,0.5461,0.5461,546.1,1000,0,0,1,0.5461
1729296000000,2024-10-19 00:00:00,XRP/USDD,0.5531,0.5531,0.5531,0.5531,0,0,0,0,0,0.5596
1729209600000,2024-10-18 00:00:00,XRP/USDD,0.5531,0.5531,0.5531,0.5531,0,0,0,0,0,0.5596
1729123200000,2024-10-17 00:00:00,XRP/USDD,0.5599,0.5645,0.5531,0.5531,698.1811,1247.5401,40.1394,72.0588,10,0.5596
1729036800000,2024-10-16 00:00:00,XRP/USDD,0.5383,0.5495,0.5383,0.5495,116.8697,215.1928,81.2578,149.3524,6,0.5431
1728950400000,2024-10-15 00:00:00,XRP/USDD,0.5518,0.5518,0.5397,0.5397,13.9311,25.768,13.9311,25.768,2,0.5406
1728864000000,2024-10-14 00:00:00,XRP/USDD,0.5203,0.5203,0.5203,0.5203,0,0,0,0,0,0.5203
1728777600000,2024-10-13 00:00:00,XRP/USDD,0.5203,0.5203,0.5203,0.5203,28.1944,54.1889,0,0,1,0.5203
1728691200000,2024-10-12 00:00:00,XRP/USDD,0.5416,0.5416,0.5416,0.5416,0,0,0,0,0,0.5393
1728604800000,2024-10-11 00:00:00,XRP/USDD,0.5354,0.5425,0.5354,0.5416,294.5511,546.1622,142.277,264.1059,7,0.5393
1728518400000,2024-10-10 00:00:00,XRP/USDD,0.5345,0.5345,0.5268,0.5296,162.2614,305.5053,71.784,134.4271,6,0.5311
1728432000000,2024-10-09 00:00:00,XRP/USDD,0.5293,0.5293,0.5286,0.5287,635.5624,1201.95,31.7463,59.9779,10,0.5287
1728345600000,2024-10-08 00:00:00,XRP/USDD,0.5306,0.5325,0.527,0.5301,1814.9887,3428.2787,1471.8392,2783.4333,16,0.5294
1728259200000,2024-10-07 00:00:00,XRP/USDD,0.5364,0.541,0.5357,0.5357,71.7837,133.9614,71.7837,133.9614,4,0.5358
1728172800000,2024-10-06 00:00:00,XRP/USDD,0.5304,0.5342,0.5304,0.5342,270.2573,508.718,70.0993,131.7016,3,0.5312
1728086400000,2024-10-05 00:00:00,XRP/USDD,0.5295,0.5314,0.5269,0.5269,93.7107,177.7116,90.0779,170.8753,7,0.5273
1728000000000,2024-10-04 00:00:00,XRP/USDD,0.523,0.5361,0.519,0.5361,876.5706,1682.0863,660.8985,1272.2995,12,0.5211
1727913600000,2024-10-03 00:00:00,XRP/USDD,0.5378,0.5509,0.51,0.5228,799.034,1505.1525,424.347,792.5689,29,0.5311
1727827200000,2024-10-02 00:00:00,XRP/USDD,0.6037,0.6037,0.5301,0.5385,236.9303,426.9113,86.4348,158.1152,17,0.5559
1727740800000,2024-10-01 00:00:00,XRP/USDD,0.6281,0.6298,0.5801,0.5975,781.5514,1275.8342,548.2468,891.1717,20,0.6128
1727654400000,2024-09-30 00:00:00,XRP/USDD,0.6402,0.6402,0.6101,0.6101,1315.5599,2101.9517,342.3457,542.906,22,0.6259
1727568000000,2024-09-29 00:00:00,XRP/USDD,0.6299,0.6595,0.6299,0.6595,472.5822,733.6374,460.4912,714.883,10,0.6441
1727481600000,2024-09-28 00:00:00,XRP/USDD,0.609,0.6214,0.6012,0.6165,678.6796,1106.2268,551.3299,896.4158,17,0.6135
1727395200000,2024-09-27 00:00:00,XRP/USDD,0.5925,0.5925,0.5882,0.5882,147.9922,250.689,147.9922,250.689,2,0.5903
1727308800000,2024-09-26 00:00:00,XRP/USDD,0.594,0.594,0.594,0.594,70.8124,119.2129,0,0,1,0.594
1727222400000,2024-09-25 00:00:00,XRP/USDD,0.5878,0.5936,0.5878,0.5936,110.0364,186.815,110.0364,186.815,4,0.589
1727136000000,2024-09-24 00:00:00,XRP/USDD,0.5889,0.5889,0.5858,0.5858,2.9535,5.0259,0,0,2,0.5876
1727049600000,2024-09-23 00:00:00,XRP/USDD,0.5864,0.5865,0.5856,0.5865,174.5675,297.865,100.6792,171.8833,4,0.586
1726963200000,2024-09-22 00:00:00,XRP/USDD,0.5865,0.5912,0.5865,0.5912,191.9397,324.8297,0,0,4,0.5908
1726876800000,2024-09-21 00:00:00,XRP/USDD,0.5972,0.6099,0.5972,0.6099,13.3653,22.107,13.3653,22.107,4,0.6046
1726790400000,2024-09-20 00:00:00,XRP/USDD,0.5899,0.5899,0.5631,0.5875,99.8379,169.8713,96.0241,163.0983,6,0.5877
1726704000000,2024-09-19 00:00:00,XRP/USDD,0.5856,0.5915,0.5853,0.5861,1896.3275,3232.853,1342.9516,2288.6867,17,0.5865
1726617600000,2024-09-18 00:00:00,XRP/USDD,0.5678,0.5801,0.563,0.5801,225.4104,394.1787,17.1908,29.9535,8,0.5718
1726531200000,2024-09-17 00:00:00,XRP/USDD,0.587,0.587,0.5866,0.5866,36.9808,63.0052,0,0,2,0.5869
1726444800000,2024-09-16 00:00:00,XRP/USDD,0.563,0.5856,0.563,0.5856,182.6133,312.3345,174.0777,297.3648,4,0.5846
1726358400000,2024-09-15 00:00:00,XRP/USDD,0.5841,0.5841,0.5743,0.5743,8.8515,15.1877,0,0,2,0.5828
1726272000000,2024-09-14 00:00:00,XRP/USDD,0.5856,0.5972,0.5856,0.5972,80.5268,136.7435,80.5268,136.7435,4,0.5888
1726185600000,2024-09-13 00:00:00,XRP/USDD,0.5714,0.5751,0.5714,0.5751,52.0524,90.9866,9.7536,16.9599,2,0.572
1726099200000,2024-09-12 00:00:00,XRP/USDD,0.5352,0.586,0.5352,0.5633,811.9213,1445.0279,146.8238,261.8257,20,0.5619
1726012800000,2024-09-11 00:00:00,XRP/USDD,0.5398,0.5398,0.5326,0.5362,193.8125,361.8882,193.8125,361.8882,12,0.5355
1725926400000,2024-09-10 00:00:00,XRP/USDD,0.5368,0.5424,0.5368,0.5424,107.7674,199.355,36.4686,67.9044,3,0.5405
1725840000000,2024-09-09 00:00:00,XRP/USDD,0.5309,0.541,0.5308,0.541,387.5631,725.4106,203.7126,380.9662,16,0.5342
1725753600000,2024-09-08 00:00:00,XRP/USDD,0.5254,0.5264,0.5254,0.5264,36.1006,68.657,36.1006,68.657,3,0.5258
1725667200000,2024-09-07 00:00:00,XRP/USDD,0.5304,0.5304,0.5304,0.5304,1.0608,2,1.0608,2,1,0.5304
1725580800000,2024-09-06 00:00:00,XRP/USDD,0.5306,0.5306,0.51,0.5199,158.5707,303.1887,71.5255,135.2089,12,0.523
1725494400000,2024-09-05 00:00:00,XRP/USDD,0.5425,0.5432,0.5412,0.5432,56.6526,104.345,55.5702,102.345,4,0.5429
1725408000000,2024-09-04 00:00:00,XRP/USDD,0.5412,0.5629,0.5352,0.5581,1807.4107,3265.3174,1483.2397,2678.3163,57,0.5535
1725321600000,2024-09-03 00:00:00,XRP/USDD,0.5669,0.5718,0.56,0.56,654.154,1159.6779,430.449,764.54,18,0.564
1725235200000,2024-09-02 00:00:00,XRP/USDD,0.548,0.5671,0.548,0.5671,1060.7725,1910.105,333.3075,600.4478,9,0.5553
1725148800000,2024-09-01 00:00:00,XRP/USDD,0.5596,0.5596,0.5596,0.5596,0,0,0,0,0,0.5604
1725062400000,2024-08-31 00:00:00,XRP/USDD,0.5596,0.5596,0.5596,0.5596,0,0,0,0,0,0.5604
1724976000000,2024-08-30 00:00:00,XRP/USDD,0.5619,0.5619,0.5501,0.5596,776.6346,1385.8672,69.1175,125.3038,7,0.5604
1724889600000,2024-08-29 00:00:00,XRP/USDD,0.5735,0.5735,0.5733,0.5735,160.8605,280.5601,160.8605,280.5601,3,0.5733
1724803200000,2024-08-28 00:00:00,XRP/USDD,0.5664,0.5826,0.5552,0.57,365.1092,640.79,94.9932,166.9445,7,0.5698
1724716800000,2024-08-27 00:00:00,XRP/USDD,0.5909,0.5933,0.5601,0.5672,1532.8232,2635.6698,915.5808,1569.4405,27,0.5818
1724630400000,2024-08-26 00:00:00,XRP/USDD,0.597,0.597,0.5858,0.5858,462.8491,775.3496,0,0,3,0.5969
1724544000000,2024-08-25 00:00:00,XRP/USDD,0.5975,0.5985,0.5975,0.5985,2.9258,4.8919,0,0,2,0.598
1724457600000,2024-08-24 00:00:00,XRP/USDD,0.6199,0.6215,0.6199,0.6215,79.3352,127.674,79.3352,127.674,3,0.6213
1724371200000,2024-08-23 00:00:00,XRP/USDD,0.5976,0.5983,0.5976,0.5983,841.2749,1407.2701,593.1412,992.5389,2,0.5978
1724284800000,2024-08-22 00:00:00,XRP/USDD,0.5976,0.6002,0.5964,0.5964,923.9237,1546.3923,49.132,82.1353,13,0.5974
1724198400000,2024-08-21 00:00:00,XRP/USDD,0.5973,0.5992,0.5973,0.5992,652.2334,1088.8924,0,0,2,0.5989
1724112000000,2024-08-20 00:00:00,XRP/USDD,0.6092,0.6099,0.6092,0.6099,6.6183,10.8539,6.6183,10.8539,2,0.6097
1724025600000,2024-08-19 00:00:00,XRP/USDD,0.5797,0.6061,0.5791,0.6061,1175.7294,2021.7971,252.8732,430.3203,15,0.5815
1723939200000,2024-08-18 00:00:00,XRP/USDD,0.5667,0.5667,0.5667,0.5667,0,0,0,0,0,0.5653
1723852800000,2024-08-17 00:00:00,XRP/USDD,0.5653,0.5667,0.5653,0.5667,73.3084,129.6633,0,0,2,0.5653
1723766400000,2024-08-16 00:00:00,XRP/USDD,0.5631,0.5637,0.562,0.562,161.4696,286.9932,0,0,3,0.5626
1723680000000,2024-08-15 00:00:00,XRP/USDD,0.5716,0.5716,0.5544,0.5544,819.2582,1474.4167,654.1378,1178.1813,8,0.5556
1723593600000,2024-08-14 00:00:00,XRP/USDD,0.5796,0.5796,0.5713,0.5718,208.4888,362.5994,208.4888,362.5994,6,0.5749
1723507200000,2024-08-13 00:00:00,XRP/USDD,0.5706,0.5717,0.5674,0.5695,1484.8672,2602.9459,193.8977,339.6482,8,0.5704
1723420800000,2024-08-12 00:00:00,XRP/USDD,0.5741,0.5766,0.5666,0.5683,648.7009,1139.0131,645.7461,1133.8886,6,0.5695
1723334400000,2024-08-11 00:00:00,XRP/USDD,0.5889,0.5889,0.5501,0.5501,111.2771,190.5762,46.475,78.9587,8,0.5841
1723248000000,2024-08-10 00:00:00,XRP/USDD,0.5972,0.5972,0.5972,0.5972,1.1944,2,1.1944,2,1,0.5972
1723161600000,2024-08-09 00:00:00,XRP/USDD,0.6111,0.6186,0.5743,0.5824,1298.8815,2156.9364,281.1033,469.5664,22,0.6024
1723075200000,2024-08-08 00:00:00,XRP/USDD,0.5975,0.6338,0.5858,0.6096,1865.7629,3052.3217,936.9397,1519.3257,29,0.6113
1722988800000,2024-08-07 00:00:00,XRP/USDD,0.52,0.6399,0.5,0.6095,5105.1367,8703.7867,2808.2845,4780.7441,92,0.5878
1722902400000,2024-08-06 00:00:00,XRP/USDD,0.509,0.519,0.509,0.5175,529.1246,1027.4259,287.4419,558.3089,25,0.515
1722816000000,2024-08-05 00:00:00,XRP/USDD,0.5241,0.5241,0.4601,0.495,882.1951,1769.8865,215.1681,441.4077,31,0.4993
1722729600000,2024-08-04 00:00:00,XRP/USDD,0.5412,0.5412,0.5201,0.5288,297.8013,563.0837,15.9541,29.7656,13,0.5288
1722643200000,2024-08-03 00:00:00,XRP/USDD,0.5521,0.5782,0.5451,0.5578,2257.4442,4030.2126,634.6271,1123.1128,39,0.5602
1722556800000,2024-08-02 00:00:00,XRP/USDD,0.5743,0.5797,0.5501,0.5741,69.3273,121.3776,24.7947,43,14,0.5713
1722470400000,2024-08-01 00:00:00,XRP/USDD,0.6217,0.6217,0.5743,0.5972,585.928,975.6996,427.8787,714.1274,21,0.6009
1722384000000,2024-07-31 00:00:00,XRP/USDD,0.639,0.6589,0.627,0.6342,510.6217,797.707,115.0453,176.0226,13,0.6402
1722297600000,2024-07-30 00:00:00,XRP/USDD,0.6159,0.6338,0.6158,0.6288,573.0696,913.4423,388.6594,617.4218,11,0.6274
1722211200000,2024-07-29 00:00:00,XRP/USDD,0.6063,0.6063,0.6063,0.6063,22.297,36.7756,0,0,1,0.6063
1722124800000,2024-07-28 00:00:00,XRP/USDD,0.602,0.6092,0.6019,0.6092,1151.3309,1912.2572,125.4179,208.0622,7,0.602
1722038400000,2024-07-27 00:00:00,XRP/USDD,0.6008,0.6065,0.5971,0.5993,520.1958,864.6653,368.3476,612.2062,13,0.6016
1721952000000,2024-07-26 00:00:00,XRP/USDD,0.6062,0.6062,0.5949,0.5949,534.3167,894.6536,0,0,11,0.5972
1721865600000,2024-07-25 00:00:00,XRP/USDD,0.6051,0.6214,0.5858,0.5926,1642.1278,2696.176,720.4037,1180.5811,34,0.6091
1721779200000,2024-07-24 00:00:00,XRP/USDD,0.6092,0.63,0.6092,0.63,9.5333,15.2393,9.5333,15.2393,4,0.6256
1721692800000,2024-07-23 00:00:00,XRP/USDD,0.5986,0.6012,0.5858,0.5868,341.154,573.7988,189.5607,319.1305,10,0.5946
1721606400000,2024-07-22 00:00:00,XRP/USDD,0.6011,0.6214,0.6011,0.6214,87.8416,145.6403,87.8416,145.6403,6,0.6031
1721520000000,2024-07-21 00:00:00,XRP/USDD,0.5743,0.5972,0.5743,0.5972,2.343,4,1.1944,2,2,0.5859
1721433600000,2024-07-20 00:00:00,XRP/USDD,0.5972,0.5999,0.5869,0.5941,398.233,671.9301,324.6604,548.0914,6,0.5926
1721347200000,2024-07-19 00:00:00,XRP/USDD,0.552,0.5856,0.5484,0.5728,204.1155,355.6187,101.2351,176.7708,10,0.574
1721260800000,2024-07-18 00:00:00,XRP/USDD,0.6189,0.6189,0.5601,0.5601,430.937,731.729,11.063,18.9015,16,0.5891
1721174400000,2024-07-17 00:00:00,XRP/USDD,0.5972,0.6338,0.5972,0.6338,854.0433,1407.1212,673.0337,1111.1682,24,0.607
1721088000000,2024-07-16 00:00:00,XRP/USDD,0.5629,0.5905,0.5351,0.5518,1351.2012,2323.6831,1137.0216,1947.8532,43,0.5817
1721001600000,2024-07-15 00:00:00,XRP/USDD,0.5271,0.534,0.5258,0.5339,2013.9216,3804.8703,1744.9669,3300.2789,99,0.5293
1720915200000,2024-07-14 00:00:00,XRP/USDD,0.5234,0.5412,0.5234,0.5306,156.569,295.9905,83.8682,159.1847,7,0.529
1720828800000,2024-07-13 00:00:00,XRP/USDD,0.489,0.5629,0.489,0.5464,711.4775,1322.8135,672.8042,1250.7425,18,0.5379
1720742400000,2024-07-12 00:00:00,XRP/USDD,0.469,0.4723,0.4635,0.4723,226.3973,485.6126,65.7424,141.1691,7,0.4662
1720656000000,2024-07-11 00:00:00,XRP/USDD,0.453,0.453,0.4425,0.449,207.8159,464.0648,115.1505,257.7836,11,0.4478
1720569600000,2024-07-10 00:00:00,XRP/USDD,0.4315,0.4315,0.4315,0.4315,0,0,0,0,0,0.422
1720483200000,2024-07-09 00:00:00,XRP/USDD,0.4315,0.4315,0.4315,0.4315,0,0,0,0,0,0.422
1720396800000,2024-07-08 00:00:00,XRP/USDD,0.4071,0.4542,0.3975,0.4315,694.2855,1646.7984,127.75,294.9031,7,0.422
1720310400000,2024-07-07 00:00:00,XRP/USDD,0.4461,0.4529,0.4142,0.4268,457.6058,1065.3593,258.7668,605.2027,5,0.4296
1720224000000,2024-07-06 00:00:00,XRP/USDD,0.427,0.4507,0.4262,0.4501,1376.8266,3061.118,1060.0497,2354.8544,16,0.4497
1720137600000,2024-07-05 00:00:00,XRP/USDD,0.4,0.4274,0.4,0.4274,277.4229,652.4989,0,0,5,0.4252
1720051200000,2024-07-04 00:00:00,XRP/USDD,0.4601,0.4823,0.4406,0.4406,225.8442,493.5069,204.8597,446.997,18,0.458
1719964800000,2024-07-03 00:00:00,XRP/USDD,0.4833,0.4833,0.4629,0.4629,1115.4052,2374.4114,897.5821,1917.0642,26,0.4698
1719878400000,2024-07-02 00:00:00,XRP/USDD,0.4777,0.4777,0.4777,0.4777,0,0,0,0,0,0.4768
1719792000000,2024-07-01 00:00:00,XRP/USDD,0.4755,0.4811,0.4745,0.4777,1770.445,3712.5238,1466.4745,3073.3544,13,0.4768
1719705600000,2024-06-30 00:00:00,XRP/USDD,0.4602,0.4752,0.4602,0.4752,1661.7889,3553.3344,0,0,8,0.4677
1719619200000,2024-06-29 00:00:00,XRP/USDD,0.4602,0.4602,0.4602,0.4602,0,0,0,0,0,0.4715
1719532800000,2024-06-28 00:00:00,XRP/USDD,0.4602,0.4602,0.4602,0.4602,0,0,0,0,0,0.4715
1719446400000,2024-06-27 00:00:00,XRP/USDD,0.4602,0.4602,0.4602,0.4602,0,0,0,0,0,0.4715
1719360000000,2024-06-26 00:00:00,XRP/USDD,0.4602,0.4602,0.4602,0.4602,0,0,0,0,0,0.4715
1719273600000,2024-06-25 00:00:00,XRP/USDD,0.4745,0.4745,0.4602,0.4602,76.4906,162.2414,60.785,128.1844,3,0.4715
1719187200000,2024-06-24 00:00:00,XRP/USDD,0.4738,0.4738,0.4738,0.4738,61.8646,130.5712,61.8646,130.5712,1,0.4738
1719100800000,2024-06-23 00:00:00,XRP/USDD,0.4892,0.4892,0.4876,0.4876,39.5139,80.8454,10.8597,22.1989,3,0.4887
1719014400000,2024-06-22 00:00:00,XRP/USDD,0.4863,0.4887,0.486,0.4876,224.2736,460.5224,96.5748,198.5745,8,0.487
1718928000000,2024-06-21 00:00:00,XRP/USDD,0.4894,0.4923,0.4855,0.4855,994.2302,2031.8189,553.2706,1129.9504,6,0.4893
1718841600000,2024-06-20 00:00:00,XRP/USDD,0.4985,0.5008,0.4968,0.4968,915.2516,1834.7478,64.5593,129.248,7,0.4988
1718755200000,2024-06-19 00:00:00,XRP/USDD,0.4958,0.5,0.4957,0.5,31.6977,63.9181,0,0,4,0.4959
1718668800000,2024-06-18 00:00:00,XRP/USDD,0.4979,0.5101,0.4818,0.4926,2607.5653,5326.6517,391.035,798.2047,30,0.4895
1718582400000,2024-06-17 00:00:00,XRP/USDD,0.4937,0.52,0.4925,0.5199,2012.8493,3902.5737,236.588,457.8045,13,0.5158
1718496000000,2024-06-16 00:00:00,XRP/USDD,0.4865,0.4865,0.4865,0.4865,0,0,0,0,0,0.4717
1718409600000,2024-06-15 00:00:00,XRP/USDD,0.4857,0.4865,0.4617,0.4865,2198.7361,4662.8181,59.6167,122.5422,15,0.4717
1718323200000,2024-06-14 00:00:00,XRP/USDD,0.4817,0.4817,0.4817,0.4817,0,0,0,0,0,0.4824
1718236800000,2024-06-13 00:00:00,XRP/USDD,0.4881,0.4881,0.4817,0.4817,544.1414,1127.9276,0,0,2,0.4824
1718150400000,2024-06-12 00:00:00,XRP/USDD,0.4792,0.4957,0.4792,0.4957,278.594,574.0514,216.8201,448.0851,4,0.4854
1718064000000,2024-06-11 00:00:00,XRP/USDD,0.476,0.4822,0.476,0.4822,311.8807,648.4446,0,0,2,0.4809
1717977600000,2024-06-10 00:00:00,XRP/USDD,0.4948,0.4948,0.4948,0.4948,0,0,0,0,0,0.4943
1717891200000,2024-06-09 00:00:00,XRP/USDD,0.4948,0.4948,0.4948,0.4948,0,0,0,0,0,0.4943
1717804800000,2024-06-08 00:00:00,XRP/USDD,0.4939,0.4948,0.4939,0.4948,129.2442,261.4307,67.9947,137.4187,3,0.4943
1717718400000,2024-06-07 00:00:00,XRP/USDD,0.5258,0.527,0.4634,0.4956,5814.6914,11970.2007,2980.8385,6054.7568,55,0.4863
1717632000000,2024-06-06 00:00:00,XRP/USDD,0.5281,0.5281,0.5281,0.5281,36.3573,68.8455,0,0,1,0.5281
