unix,date,symbol,open,high,low,close,Volume XRP,Volume USDD,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1717545600000,2024-06-05 00:00:00,XRP/USDD,0.5281,0.5281,0.5281,0.5281,27.8166,52.6731,0,0,1,0.5281
1717459200000,2024-06-04 00:00:00,XRP/USDD,0.5236,0.5295,0.5202,0.5264,3800.8695,7187.6394,2745.9829,5193.0228,60,0.5288
1717372800000,2024-06-03 00:00:00,XRP/USDD,0.5253,0.5253,0.5101,0.5234,97.2228,186.5388,73.8088,140.9999,7,0.5212
1717286400000,2024-06-02 00:00:00,XRP/USDD,0.5148,0.5148,0.5148,0.5148,62.4999,121.4062,0,0,1,0.5148
1717200000000,2024-06-01 00:00:00,XRP/USDD,0.5196,0.5237,0.5196,0.5236,1127.0787,2154.0598,13.1364,25.2819,5,0.5232
1717113600000,2024-05-31 00:00:00,XRP/USDD,0.5192,0.5244,0.5139,0.5201,613.922,1182.3745,602.036,1159.2456,5,0.5192
1717027200000,2024-05-30 00:00:00,XRP/USDD,0.5202,0.5255,0.5101,0.5101,91.2574,174.7037,17.0755,32.5495,6,0.5223
1716940800000,2024-05-29 00:00:00,XRP/USDD,0.5304,0.5304,0.525,0.525,4.9648,9.3626,0.105,0.2,2,0.5302
1716854400000,2024-05-28 00:00:00,XRP/USDD,0.5299,0.5299,0.5299,0.5299,99.7249,188.1958,0,0,1,0.5299
1716768000000,2024-05-27 00:00:00,XRP/USDD,0.5325,0.5342,0.5217,0.527,1128.9753,2139.8873,68.0414,127.8754,8,0.5276
1716681600000,2024-05-26 00:00:00,XRP/USDD,0.5359,0.5365,0.5344,0.5344,220.2145,411.6949,149.8136,280.34,3,0.5348
1716595200000,2024-05-25 00:00:00,XRP/USDD,0.5362,0.541,0.5362,0.541,987.5789,1840.7097,67.9187,125.5659,5,0.5365
1716508800000,2024-05-24 00:00:00,XRP/USDD,0.5339,0.5347,0.5107,0.5332,688.9905,1295.7527,63.444,118.9873,10,0.5317
1716422400000,2024-05-23 00:00:00,XRP/USDD,0.5278,0.5304,0.5073,0.5304,1227.0633,2393.8965,312.79,601.3962,14,0.5126
1716336000000,2024-05-22 00:00:00,XRP/USDD,0.5306,0.5394,0.5294,0.5394,371.7967,697.0633,120.4073,226.1961,7,0.5333
1716249600000,2024-05-21 00:00:00,XRP/USDD,0.5398,0.5544,0.5348,0.5348,4322.881,8009.7395,3018.2475,5603.3311,47,0.5397
1716163200000,2024-05-20 00:00:00,XRP/USDD,0.5304,0.533,0.5304,0.5312,4075.8684,7657.6442,1842.2914,3463.8056,24,0.5322
1716076800000,2024-05-19 00:00:00,XRP/USDD,0.5232,0.5232,0.5232,0.5232,0,0,0,0,0,0.5231
1715990400000,2024-05-18 00:00:00,XRP/USDD,0.5231,0.5232,0.5231,0.5232,542.5257,1036.9446,542.5257,1036.9446,7,0.5231
1715904000000,2024-05-17 00:00:00,XRP/USDD,0.5296,0.5296,0.5255,0.5255,281.8559,532.8824,4.8913,9.308,3,0.5289
1715817600000,2024-05-16 00:00:00,XRP/USDD,0.5178,0.5203,0.5178,0.5203,1068.2251,2056.7744,509.385,981.2746,11,0.5193
1715731200000,2024-05-15 00:00:00,XRP/USDD,0.484,0.52,0.484,0.5191,4311.2401,8432.9771,1919.6195,3760.8591,44,0.5112
1715644800000,2024-05-14 00:00:00,XRP/USDD,0.5081,0.5091,0.5053,0.5053,634.6733,1248.5433,64.5896,126.8703,9,0.5083
1715558400000,2024-05-13 00:00:00,XRP/USDD,0.4943,0.5106,0.4901,0.5068,534.5109,1079.5948,466.763,942.4499,8,0.4951
1715472000000,2024-05-12 00:00:00,XRP/USDD,0.5003,0.501,0.5003,0.501,295.7791,590.883,180.9741,361.7313,7,0.5005
1715385600000,2024-05-11 00:00:00,XRP/USDD,0.5062,0.5062,0.5062,0.5062,0,0,0,0,0,0.512
1715299200000,2024-05-10 00:00:00,XRP/USDD,0.5127,0.5127,0.5,0.5062,720.7009,1407.5746,62.7479,123.9588,5,0.512
1715212800000,2024-05-09 00:00:00,XRP/USDD,0.5101,0.5101,0.5101,0.5101,4.9999,9.8019,0,0,1,0.5101
1715126400000,2024-05-08 00:00:00,XRP/USDD,0.5202,0.5202,0.5202,0.5202,1.0404,2,0,0,1,0.5202
1715040000000,2024-05-07 00:00:00,XRP/USDD,0.5374,0.5374,0.5306,0.5318,542.3982,1019.9154,2.4645,4.586,4,0.5318
1714953600000,2024-05-06 00:00:00,XRP/USDD,0.549,0.569,0.5412,0.5412,48.1759,86.8119,47.0935,84.8119,11,0.555
1714867200000,2024-05-05 00:00:00,XRP/USDD,0.5203,0.5415,0.5203,0.5203,8.3848,15.9024,2.8318,5.2296,3,0.5274
1714780800000,2024-05-04 00:00:00,XRP/USDD,0.5303,0.5421,0.5303,0.5387,2985.3821,5543.6882,924.8024,1722.4165,32,0.5385
1714694400000,2024-05-03 00:00:00,XRP/USDD,0.5219,0.5342,0.5218,0.5337,2917.3131,5507.9804,231.423,437.8707,31,0.5296
1714608000000,2024-05-02 00:00:00,XRP/USDD,0.5205,0.5285,0.5108,0.5259,684.8007,1300.3172,130.7262,248.8812,11,0.5266
1714521600000,2024-05-01 00:00:00,XRP/USDD,0.517,0.52,0.4762,0.5163,17284.6869,34528.2008,7127.9514,14264.0441,197,0.5007
1714435200000,2024-04-30 00:00:00,XRP/USDD,0.5101,0.5148,0.503,0.5133,1083.5232,2122.5299,0,0,9,0.5104
1714348800000,2024-04-29 00:00:00,XRP/USDD,0.5201,0.5201,0.5138,0.5138,18.5279,35.9428,0,0,2,0.5155
1714262400000,2024-04-28 00:00:00,XRP/USDD,0.5294,0.5294,0.5202,0.5202,89.4616,169.0217,0,0,2,0.5292
1714176000000,2024-04-27 00:00:00,XRP/USDD,0.5256,0.5294,0.5203,0.5294,492.831,941.5761,6.33,11.9888,6,0.5234
1714089600000,2024-04-26 00:00:00,XRP/USDD,0.5337,0.5417,0.5203,0.538,352.9446,657.0369,41.3063,76.9517,8,0.5372
1714003200000,2024-04-25 00:00:00,XRP/USDD,0.5361,0.5361,0.5247,0.5247,590.4573,1113.6183,172.6003,325.1885,18,0.5302
1713916800000,2024-04-24 00:00:00,XRP/USDD,0.56,0.56,0.5333,0.5417,120.6885,223.278,62.9509,115.3315,10,0.5406
1713830400000,2024-04-23 00:00:00,XRP/USDD,0.5625,0.5638,0.5517,0.5542,2100.12,3772.9803,1793.3761,3219.26,61,0.5566
1713744000000,2024-04-22 00:00:00,XRP/USDD,0.5414,0.5741,0.5414,0.5671,3088.211,5600.2526,782.0174,1380.0112,27,0.5516
1713657600000,2024-04-21 00:00:00,XRP/USDD,0.5373,0.5431,0.5161,0.5329,3155.2321,5854.941,207.7807,387.0295,19,0.5389
1713571200000,2024-04-20 00:00:00,XRP/USDD,0.5262,0.5403,0.5254,0.5394,3419.9411,6404.9458,398.8009,755.3888,36,0.534
1713484800000,2024-04-19 00:00:00,XRP/USDD,0.5093,0.5213,0.4842,0.5213,10595.844,20680.6447,1576.0523,3070.3607,98,0.5124
1713398400000,2024-04-18 00:00:00,XRP/USDD,0.503,0.5156,0.4952,0.5112,5221.4186,10317.8627,939.6202,1855.2421,58,0.5061
1713312000000,2024-04-17 00:00:00,XRP/USDD,0.5034,0.5151,0.4922,0.507,3235.2038,6407.9007,885.2456,1763.3474,36,0.5049
1713225600000,2024-04-16 00:00:00,XRP/USDD,0.4944,0.5069,0.4941,0.5065,3143.4044,6229.7873,625.9325,1243.712,44,0.5045
1713139200000,2024-04-15 00:00:00,XRP/USDD,0.4999,0.5227,0.4988,0.5023,3864.0243,7478.2692,1033.8664,2027.0192,87,0.5168
1713052800000,2024-04-14 00:00:00,XRP/USDD,0.4819,0.5164,0.4819,0.4952,775.0759,1569.4885,48.7435,94.3911,16,0.4939
1712966400000,2024-04-13 00:00:00,XRP/USDD,0.5468,0.5504,0.4372,0.4404,6007.1811,11981.6131,3548.395,7022.6157,91,0.5028
1712880000000,2024-04-12 00:00:00,XRP/USDD,0.6144,0.6146,0.5194,0.55,30537.5508,54789.494,23994.6345,42957.4864,305,0.5581
1712793600000,2024-04-11 00:00:00,XRP/USDD,0.6214,0.6293,0.611,0.611,199.1508,323.2248,132.8458,216.2985,9,0.6161
1712707200000,2024-04-10 00:00:00,XRP/USDD,0.6095,0.6095,0.5967,0.5967,334.5509,549.6642,332.1369,545.6642,10,0.6086
1712620800000,2024-04-09 00:00:00,XRP/USDD,0.6336,0.6408,0.6229,0.6271,1637.7421,2580.6659,693.9183,1090.5383,24,0.6346
1712534400000,2024-04-08 00:00:00,XRP/USDD,0.6105,0.6214,0.5972,0.6214,3173.7777,5208.0863,2144.3629,3519.8137,63,0.6093
1712448000000,2024-04-07 00:00:00,XRP/USDD,0.5951,0.5951,0.5936,0.5936,76.876,129.4691,76.876,129.4691,2,0.5937
1712361600000,2024-04-06 00:00:00,XRP/USDD,0.5916,0.5916,0.5916,0.5916,8.2752,13.9879,8.2752,13.9879,1,0.5916
1712275200000,2024-04-05 00:00:00,XRP/USDD,0.5858,0.5915,0.5843,0.5915,1151.2743,1967.9045,934.1735,1596.3769,13,0.585
1712188800000,2024-04-04 00:00:00,XRP/USDD,0.5784,0.6056,0.5631,0.5976,534.6972,892.472,324.6658,544.0271,14,0.5991
1712102400000,2024-04-03 00:00:00,XRP/USDD,0.5801,0.5942,0.5631,0.5726,1339.2593,2301.0822,608.7866,1048.1806,31,0.582
1712016000000,2024-04-02 00:00:00,XRP/USDD,0.6163,0.6163,0.5837,0.5867,686.2045,1160.1053,263.6588,441.1384,12,0.5916
1711929600000,2024-04-01 00:00:00,XRP/USDD,0.6095,0.6152,0.5975,0.6144,955.2431,1579.0317,623.7856,1038.7129,13,0.605
1711843200000,2024-03-31 00:00:00,XRP/USDD,0.6258,0.6279,0.6258,0.6279,151.9412,242.3867,0,0,5,0.6268
1711756800000,2024-03-30 00:00:00,XRP/USDD,0.6284,0.6349,0.6261,0.6349,623.1753,990.7192,268.5563,426.3823,17,0.629
1711670400000,2024-03-29 00:00:00,XRP/USDD,0.6154,0.6296,0.6154,0.6296,646.1514,1035.4684,335.4374,541.9582,5,0.624
1711584000000,2024-03-28 00:00:00,XRP/USDD,0.6071,0.6338,0.6017,0.6277,1200.9613,1915.303,1.2676,2,19,0.6271
1711497600000,2024-03-27 00:00:00,XRP/USDD,0.6336,0.6336,0.6095,0.6322,1817.5994,2919.7992,505.7248,816.0141,15,0.6225
1711411200000,2024-03-26 00:00:00,XRP/USDD,0.6365,0.6687,0.6299,0.634,3930.5591,6079.2791,405.6789,637.0094,46,0.6465
1711324800000,2024-03-25 00:00:00,XRP/USDD,0.6328,0.6595,0.6328,0.6595,878.6031,1374.5172,269.9507,422.0147,9,0.6392
1711238400000,2024-03-24 00:00:00,XRP/USDD,0.627,0.6338,0.627,0.6338,600.9285,956.3694,11.7243,18.6775,5,0.6283
1711152000000,2024-03-23 00:00:00,XRP/USDD,0.6337,0.6337,0.6337,0.6337,94.2476,148.726,94.2476,148.726,1,0.6337
1711065600000,2024-03-22 00:00:00,XRP/USDD,0.6217,0.6217,0.6092,0.612,744.8332,1222.3952,673.7112,1105.8776,6,0.6093
1710979200000,2024-03-21 00:00:00,XRP/USDD,0.6146,0.6517,0.6026,0.6326,706.7932,1157.4659,361.2773,590.4519,19,0.6107
1710892800000,2024-03-20 00:00:00,XRP/USDD,0.5851,0.6173,0.5726,0.6152,8675.9481,14760.4211,5298.4761,9010.1944,108,0.5879
1710806400000,2024-03-19 00:00:00,XRP/USDD,0.6379,0.6379,0.5786,0.5799,6327.5488,10708.6982,4373.3504,7429.131,81,0.591
1710720000000,2024-03-18 00:00:00,XRP/USDD,0.6178,0.6595,0.5975,0.6595,3148.9615,5147.1206,2537.832,4148.6387,35,0.6118
1710633600000,2024-03-17 00:00:00,XRP/USDD,0.6103,0.6293,0.5923,0.6179,2095.169,3443.5613,798.1537,1309.9652,33,0.6085
1710547200000,2024-03-16 00:00:00,XRP/USDD,0.6386,0.6466,0.5975,0.6074,4600.8865,7362.7933,2672.6523,4266.5494,44,0.6252
1710460800000,2024-03-15 00:00:00,XRP/USDD,0.6508,0.6526,0.6001,0.6284,5585.231,8857.4551,2701.3823,4288.3387,70,0.6307
1710374400000,2024-03-14 00:00:00,XRP/USDD,0.6681,0.704,0.643,0.6704,10037.8674,14905.5255,5089.6891,7542.352,95,0.6737
1710288000000,2024-03-13 00:00:00,XRP/USDD,0.6968,0.6998,0.6729,0.6875,1209.746,1745.5819,788.4505,1133.9492,18,0.6931
1710201600000,2024-03-12 00:00:00,XRP/USDD,0.7192,0.7235,0.6691,0.6864,24390.0839,35055.4243,9868.7885,14196.5221,255,0.6958
1710115200000,2024-03-11 00:00:00,XRP/USDD,0.6098,0.739,0.595,0.7195,37715.6494,57520.2105,16164.0155,24286.5828,373,0.6593
1710028800000,2024-03-10 00:00:00,XRP/USDD,0.6232,0.6289,0.5999,0.6062,26766.5897,43214.995,10470.9558,16887.8855,263,0.6194
1709942400000,2024-03-09 00:00:00,XRP/USDD,0.6214,0.6337,0.614,0.6238,20848.5162,33328.2328,8171.526,13022.854,185,0.6255
1709856000000,2024-03-08 00:00:00,XRP/USDD,0.6302,0.6377,0.6089,0.6224,27146.7735,43407.8547,14155.2896,22589.4261,276,0.6254
1709769600000,2024-03-07 00:00:00,XRP/USDD,0.6065,0.6383,0.6025,0.6307,15748.9708,25210.3028,11484.688,18374.0621,232,0.6247
1709683200000,2024-03-06 00:00:00,XRP/USDD,0.5972,0.6195,0.5738,0.615,23455.6689,39072.176,14483.8713,24220.0166,320,0.6006
1709596800000,2024-03-05 00:00:00,XRP/USDD,0.6516,0.6627,0.5412,0.5914,30302.886,49121.7569,16333.8275,26268.0817,468,0.6183
1709510400000,2024-03-04 00:00:00,XRP/USDD,0.63,0.6629,0.614,0.6447,21847.912,34021.2175,9139.5424,14176.5642,370,0.6423
1709424000000,2024-03-03 00:00:00,XRP/USDD,0.6359,0.6419,0.5896,0.6242,28318.1387,45435.2872,10733.8653,17189.5652,474,0.6233
1709337600000,2024-03-02 00:00:00,XRP/USDD,0.6072,0.6466,0.5951,0.6394,19783.1066,31384.9102,6015.101,9503.875,301,0.6304
1709251200000,2024-03-01 00:00:00,XRP/USDD,0.5916,0.6037,0.5826,0.6024,14557.8467,24545.4614,6850.6859,11541.7335,258,0.5931
1709164800000,2024-02-29 00:00:00,XRP/USDD,0.5772,0.6214,0.5712,0.5908,20725.9961,34922.4122,7721.8007,12987.2593,343,0.5937
1709078400000,2024-02-28 00:00:00,XRP/USDD,0.5841,0.6021,0.539,0.5775,27980.4524,48126.1159,8613.903,14792.5075,380,0.5816
1708992000000,2024-02-27 00:00:00,XRP/USDD,0.5492,0.5971,0.5428,0.5921,21888.861,38724.8133,15590.208,27417.0452,364,0.5656
1708905600000,2024-02-26 00:00:00,XRP/USDD,0.5408,0.5596,0.5289,0.5529,17371.9145,32047.3027,9165.9361,16835.1632,295,0.5421
1708819200000,2024-02-25 00:00:00,XRP/USDD,0.5446,0.5489,0.5344,0.5422,15427.0909,28317.4463,3775.6292,6939.1419,258,0.5447
1708732800000,2024-02-24 00:00:00,XRP/USDD,0.5369,0.5483,0.5293,0.5452,15655.9043,28862.0091,8581.5485,15783.0727,245,0.5424
1708646400000,2024-02-23 00:00:00,XRP/USDD,0.543,0.5506,0.5235,0.5372,17320.3202,32197.587,8646.994,16029.309,267,0.5379
1708560000000,2024-02-22 00:00:00,XRP/USDD,0.5468,0.5549,0.5356,0.5417,19916.0296,36542.7826,9445.6283,17317.7249,285,0.545
1708473600000,2024-02-21 00:00:00,XRP/USDD,0.5634,0.5658,0.5355,0.5484,20462.9931,37375.7729,3750.5589,6856.1296,242,0.5475
1708387200000,2024-02-20 00:00:00,XRP/USDD,0.5658,0.5825,0.5447,0.5542,21186.186,37534.4742,10167.4643,17993.8666,284,0.5645
1708300800000,2024-02-19 00:00:00,XRP/USDD,0.5579,0.5682,0.5516,0.5682,17774.5977,31699.2777,9729.394,17357.187,296,0.5607
1708214400000,2024-02-18 00:00:00,XRP/USDD,0.551,0.5646,0.5479,0.5582,19167.4019,34377.5594,13666.3056,24506.8638,321,0.5575
1708128000000,2024-02-17 00:00:00,XRP/USDD,0.5636,0.5706,0.5444,0.5506,12002.2203,21634.6526,6844.5744,12324.3631,178,0.5548
1708041600000,2024-02-16 00:00:00,XRP/USDD,0.5615,0.579,0.5523,0.5678,19551.5333,34446.8756,5212.5032,9174.9723,270,0.5676
1707955200000,2024-02-15 00:00:00,XRP/USDD,0.5428,0.5741,0.5303,0.5617,15298.2098,27737.1939,5628.4451,10209.0434,294,0.5516
1707868800000,2024-02-14 00:00:00,XRP/USDD,0.5185,0.5432,0.5172,0.5384,15639.3118,29355.6239,9929.895,18544.0105,236,0.5328
1707782400000,2024-02-13 00:00:00,XRP/USDD,0.5259,0.5348,0.5164,0.523,18800.3969,35640.0434,10777.4411,20443.8499,349,0.5275
1707696000000,2024-02-12 00:00:00,XRP/USDD,0.5307,0.536,0.5153,0.5239,11997.3349,22804.1412,2011.659,3838.2489,201,0.5261
1707609600000,2024-02-11 00:00:00,XRP/USDD,0.524,0.5371,0.5148,0.5277,14082.4924,26639.7716,8079.8237,15298.6521,266,0.5286
1707523200000,2024-02-10 00:00:00,XRP/USDD,0.5248,0.5299,0.5131,0.5251,9813.7961,18716.328,3582.3756,6834.9451,161,0.5243
1707436800000,2024-02-09 00:00:00,XRP/USDD,0.5221,0.529,0.5122,0.5244,22823.0082,43727.52,12123.1684,23246.2392,278,0.5219
1707350400000,2024-02-08 00:00:00,XRP/USDD,0.5146,0.5228,0.5075,0.5132,18784.8833,36481.871,11108.0674,21559.7171,262,0.5149
1707264000000,2024-02-07 00:00:00,XRP/USDD,0.5081,0.5214,0.5016,0.5146,18100.4898,35699.763,9361.5654,18470.1507,283,0.507
1707177600000,2024-02-06 00:00:00,XRP/USDD,0.5065,0.5282,0.5036,0.5059,18566.9336,36589.8464,4386.1123,8642.6706,280,0.5074
1707091200000,2024-02-05 00:00:00,XRP/USDD,0.5051,0.5188,0.501,0.5068,12724.5378,25009.2431,8918.9091,17542.4394,173,0.5088
1707004800000,2024-02-04 00:00:00,XRP/USDD,0.5218,0.5259,0.5039,0.505,17481.8461,34023.1118,5355.1953,10456.3824,279,0.5138
1706918400000,2024-02-03 00:00:00,XRP/USDD,0.5123,0.5282,0.5077,0.5259,15809.679,30492.3916,8360.3893,16087.4373,235,0.5185
1706832000000,2024-02-02 00:00:00,XRP/USDD,0.5101,0.5176,0.5028,0.5135,15444.6005,30313.6958,7956.2668,15582.7091,238,0.5095
1706745600000,2024-02-01 00:00:00,XRP/USDD,0.5039,0.5152,0.4871,0.5099,15614.6929,31137.358,6745.1387,13485.4353,251,0.5015
1706659200000,2024-01-31 00:00:00,XRP/USDD,0.5131,0.5208,0.4892,0.5069,19701.6529,38729.7225,9440.8331,18528.7769,328,0.5087
1706572800000,2024-01-30 00:00:00,XRP/USDD,0.5348,0.5407,0.5105,0.513,12778.5175,24193.495,8894.45,16848.1165,154,0.5282
1706486400000,2024-01-29 00:00:00,XRP/USDD,0.5253,0.5409,0.5174,0.5345,9647.9341,18251.8704,6625.335,12529.4206,132,0.5286
1706400000000,2024-01-28 00:00:00,XRP/USDD,0.5315,0.5362,0.5192,0.5192,7378.7311,13970.0306,3952.6839,7488.0828,123,0.5282
1706313600000,2024-01-27 00:00:00,XRP/USDD,0.5242,0.5335,0.5218,0.5328,6025.8696,11380.8533,3466.5091,6540.9814,92,0.5295
1706227200000,2024-01-26 00:00:00,XRP/USDD,0.5113,0.5378,0.5004,0.5295,8609.2831,16592.9663,6430.1127,12372.3321,144,0.519
1706140800000,2024-01-25 00:00:00,XRP/USDD,0.5067,0.5197,0.4988,0.5179,16772.2854,32724.0842,7723.3979,15067.642,253,0.5125
1706054400000,2024-01-24 00:00:00,XRP/USDD,0.5161,0.5184,0.503,0.5183,15678.0284,30554.0187,4912.2005,9521.8364,224,0.5131
1705968000000,2024-01-23 00:00:00,XRP/USDD,0.5275,0.5344,0.4992,0.5172,13899.3355,26955.5672,3918.0238,7604.9474,204,0.5158
1705881600000,2024-01-22 00:00:00,XRP/USDD,0.5464,0.551,0.5201,0.5283,12966.8092,24219.4704,5336.0946,10014.3974,192,0.5354
1705795200000,2024-01-21 00:00:00,XRP/USDD,0.5519,0.5579,0.5438,0.5491,19339.043,34994.0946,9414.7942,17029.2271,275,0.5526
1705708800000,2024-01-20 00:00:00,XRP/USDD,0.5433,0.559,0.5418,0.5537,24441.7961,44660.6785,16361.1619,29915.1533,244,0.5472
1705622400000,2024-01-19 00:00:00,XRP/USDD,0.548,0.5618,0.5301,0.5457,50711.819,92482.4499,26221.3082,47823.7548,526,0.5483
1705536000000,2024-01-18 00:00:00,XRP/USDD,0.575,0.5821,0.5424,0.5561,24260.832,42824.8377,11347.2963,19949.8438,309,0.5666
1705449600000,2024-01-17 00:00:00,XRP/USDD,0.5766,0.5872,0.5648,0.582,30415.9488,52831.8435,13306.3481,23139.5083,225,0.5757
1705363200000,2024-01-16 00:00:00,XRP/USDD,0.5835,0.5946,0.572,0.5782,30553.5869,52555.867,12015.6743,20639.4829,271,0.5813
1705276800000,2024-01-15 00:00:00,XRP/USDD,0.595,0.5988,0.5779,0.5792,31912.5484,54434.356,15965.5173,27237.2203,318,0.5862
1705190400000,2024-01-14 00:00:00,XRP/USDD,0.5735,0.6085,0.5673,0.582,37116.1988,63687.1286,21014.9835,36064.2852,274,0.5828
1705104000000,2024-01-13 00:00:00,XRP/USDD,0.571,0.5855,0.5654,0.5813,28551.8532,49321.9588,15007.5379,25907.3604,253,0.5789
1705017600000,2024-01-12 00:00:00,XRP/USDD,0.5974,0.6125,0.5601,0.5794,23368.9089,39154.4723,16005.7521,26621.545,190,0.597
1704931200000,2024-01-11 00:00:00,XRP/USDD,0.601,0.6234,0.5836,0.6063,140124.747,232755.3685,33118.1072,54742.2743,1031,0.6021
1704844800000,2024-01-10 00:00:00,XRP/USDD,0.558,0.6092,0.5387,0.6001,134906.3058,242181.0156,46186.7875,82641.4301,1225,0.5573
1704758400000,2024-01-09 00:00:00,XRP/USDD,0.5654,0.5767,0.5518,0.5528,146207.0363,259741.9667,74766.4467,132632.7748,982,0.5629
1704672000000,2024-01-08 00:00:00,XRP/USDD,0.54,0.5789,0.5205,0.5655,321783.2325,587595.5431,179598.5961,327810.8405,2424,0.5477
1704585600000,2024-01-07 00:00:00,XRP/USDD,0.5508,0.5629,0.5311,0.54,432864.7924,786047.3742,216780.7291,393656.6788,3408,0.5507
1704499200000,2024-01-06 00:00:00,XRP/USDD,0.5565,0.5736,0.5312,0.5469,325152.3559,589465.1108,163418.1026,296272.2648,2512,0.5516
1704412800000,2024-01-05 00:00:00,XRP/USDD,0.5551,0.5736,0.5418,0.5529,312561.2787,558869.4929,153282.3575,274122.9076,2526,0.5593
1704326400000,2024-01-04 00:00:00,XRP/USDD,0.5595,0.5735,0.5306,0.5504,418895.2682,752460.1159,210479.8228,378217.935,3318,0.5567
1704240000000,2024-01-03 00:00:00,XRP/USDD,0.6175,0.639,0.5258,0.5638,289333.8987,495537.1907,144812.9664,247840.4304,2078,0.586
1704153600000,2024-01-02 00:00:00,XRP/USDD,0.6107,0.6269,0.5943,0.6192,517712.8124,839604.9891,256576.3391,416038.1209,3247,0.6166
1704067200000,2024-01-01 00:00:00,XRP/USDD,0.5989,0.6283,0.5935,0.6106,453204.248,744338.5146,210219.5792,345163.6729,2772,0.6088
1703980800000,2023-12-31 00:00:00,XRP/USDD,0.5864,0.6332,0.5777,0.5933,406033.0812,670917.5396,234825.2316,384380.4576,2785,0.6053
1703894400000,2023-12-30 00:00:00,XRP/USDD,0.5995,0.6212,0.5776,0.5863,40327.8405,66959.4844,25535.523,42199.3031,1151,0.6023
1703808000000,2023-12-29 00:00:00,XRP/USDD,0.5982,0.6332,0.5783,0.5969,62675.7073,103886.6309,37068.3674,61098.0027,1857,0.6034
1703721600000,2023-12-28 00:00:00,XRP/USDD,0.6112,0.6214,0.5976,0.5981,43021.7283,70663.3867,15287.3502,25045.8756,1420,0.6089
1703635200000,2023-12-27 00:00:00,XRP/USDD,0.6132,0.6221,0.5976,0.6113,31275.5563,51096.5514,22661.6015,37018.5523,782,0.6121
1703548800000,2023-12-26 00:00:00,XRP/USDD,0.6148,0.6236,0.6002,0.6162,19243.8475,31390.4162,10432.8709,17053.8715,605,0.613
1703462400000,2023-12-25 00:00:00,XRP/USDD,0.5922,0.6338,0.5886,0.6185,29818.3669,49557.9032,8582.5938,14257.7032,809,0.6018
1703376000000,2023-12-24 00:00:00,XRP/USDD,0.588,0.6041,0.5829,0.5945,30669.6936,51813.9834,14273.9182,24273.244,850,0.5919
1703289600000,2023-12-23 00:00:00,XRP/USDD,0.5998,0.6064,0.5858,0.5873,24784.8658,41659.8517,18752.0994,31594.7788,635,0.5949
1703203200000,2023-12-22 00:00:00,XRP/USDD,0.5917,0.6092,0.589,0.604,27078.2028,45433.1329,3432.4359,5747.3811,771,0.596
1703116800000,2023-12-21 00:00:00,XRP/USDD,0.5961,0.6116,0.5837,0.5922,23733.8228,39608.256,11294.2904,18909.2647,688,0.5993
1703030400000,2023-12-20 00:00:00,XRP/USDD,0.586,0.6008,0.5813,0.5886,16924.4997,28591.4994,9667.9654,16333.9152,540,0.5919
1702944000000,2023-12-19 00:00:00,XRP/USDD,0.5876,0.6092,0.5837,0.5866,9541.5605,16093.2114,4858.6883,8200.2575,326,0.5929
1702857600000,2023-12-18 00:00:00,XRP/USDD,0.5968,0.6035,0.5702,0.5838,11101.6896,18822.7654,6013.0933,10202.0377,291,0.5898
1702771200000,2023-12-17 00:00:00,XRP/USDD,0.5934,0.6059,0.5911,0.6004,14298.4098,23965.0904,6425.4482,10768.8985,426,0.5966
1702684800000,2023-12-16 00:00:00,XRP/USDD,0.6018,0.6188,0.5858,0.595,10691.0476,17879.1004,4935.5837,8252.7721,350,0.5979
1702598400000,2023-12-15 00:00:00,XRP/USDD,0.6046,0.6222,0.5975,0.5976,10287.3657,16930.5495,4732.5007,7787.4973,402,0.6076
1702512000000,2023-12-14 00:00:00,XRP/USDD,0.6036,0.6161,0.5948,0.6125,9296.3888,15265.7331,4212.8144,6923.2867,316,0.6089
1702425600000,2023-12-13 00:00:00,XRP/USDD,0.5947,0.613,0.5743,0.613,7091.1559,11983.488,3090.1371,5223.5617,294,0.5917
1702339200000,2023-12-12 00:00:00,XRP/USDD,0.6057,0.6136,0.5802,0.5926,8325.3617,13859.7693,4299.0565,7157.3634,337,0.6007
1702252800000,2023-12-11 00:00:00,XRP/USDD,0.6425,0.6476,0.5901,0.5922,10345.5972,16822.116,5229.4303,8493.9612,294,0.6152
1702166400000,2023-12-10 00:00:00,XRP/USDD,0.6429,0.6579,0.6288,0.6454,10911.5325,16992.9765,5940.9993,9255.9794,362,0.6421
1702080000000,2023-12-09 00:00:00,XRP/USDD,0.6341,0.6838,0.6341,0.6456,8942.7239,13598.7582,4485.1149,6817.4971,349,0.6578
1701993600000,2023-12-08 00:00:00,XRP/USDD,0.6124,0.6466,0.6058,0.6379,8923.1712,14392.8254,4115.8642,6649.925,278,0.62
1701907200000,2023-12-07 00:00:00,XRP/USDD,0.6045,0.6466,0.5901,0.6066,12611.9922,20711.1422,6384.1533,10489.0359,408,0.609
1701820800000,2023-12-06 00:00:00,XRP/USDD,0.6036,0.618,0.5858,0.605,13363.6878,22247.7692,6182.5227,10293.8151,418,0.6007
1701734400000,2023-12-05 00:00:00,XRP/USDD,0.5924,0.6092,0.5813,0.6027,8919.0773,14979.5836,4384.9317,7376.2804,302,0.5954
