unix,date,symbol,open,high,low,close,Volume ETH,Volume USDD,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1747526400000,2025-05-18 00:00:00,ETH/USDD,2445.18,2445.18,2340.01,2340.01,151.04,0.062244,0,0,13,2427.13
1747440000000,2025-05-17 00:00:00,ETH/USDD,2480,2480,2460,2460,19.99,0.008097,0,0,3,2469.99
1747353600000,2025-05-16 00:00:00,ETH/USDD,2600,2600,2600,2600,0,0,0,0,0,2600
1747267200000,2025-05-15 00:00:00,ETH/USDD,2600,2600,2600,2600,0,0,0,0,0,2600
1747180800000,2025-05-14 00:00:00,ETH/USDD,2600,2600,2600,2600,104.2,0.040078,104.2,0.040078,2,2600
1747094400000,2025-05-13 00:00:00,ETH/USDD,2550,2710,2550,2710,219.84,0.082754,219.84,0.082754,25,2657.24
1747008000000,2025-05-12 00:00:00,ETH/USDD,2589.99,2610,2589.99,2610,81.86,0.031578,81.86,0.031578,4,2592.43
1746921600000,2025-05-11 00:00:00,ETH/USDD,2589.99,2589.99,2305.48,2305.48,12.45,0.004909,10.35,0.004,6,2542.12
1746835200000,2025-05-10 00:00:00,ETH/USDD,2469.97,2570,2469.97,2570,200.18,0.079523,200.18,0.079523,14,2517.83
1746748800000,2025-05-09 00:00:00,ETH/USDD,2200,2470,2200,2470,248.12,0.108162,244.76,0.106755,34,2297.37
1746662400000,2025-05-08 00:00:00,ETH/USDD,1849.97,2190,1849.97,2190,145.87,0.072592,144.2,0.071792,33,2014
1746576000000,2025-05-07 00:00:00,ETH/USDD,1849.97,1849.97,1849.97,1849.97,6.26,0.003389,6.26,0.003389,1,1849.97
1746489600000,2025-05-06 00:00:00,ETH/USDD,1760,1760,1760,1760,4.99,0.00284,0,0,3,1760
1746403200000,2025-05-05 00:00:00,ETH/USDD,1850,1850,1850,1850,0,0,0,0,0,1849.99
1746316800000,2025-05-04 00:00:00,ETH/USDD,1850,1850,1850,1850,0,0,0,0,0,1849.99
1746230400000,2025-05-03 00:00:00,ETH/USDD,1850,1850,1850,1850,0,0,0,0,0,1849.99
1746144000000,2025-05-02 00:00:00,ETH/USDD,1850,1850,1850,1850,0,0,0,0,0,1849.99
1746057600000,2025-05-01 00:00:00,ETH/USDD,1849.99,1850,1849.99,1850,164.93,0.089157,164.93,0.089157,3,1849.99
1745971200000,2025-04-30 00:00:00,ETH/USDD,1750,1750,1750,1750,0,0,0,0,0,1750
1745884800000,2025-04-29 00:00:00,ETH/USDD,1750,1750,1750,1750,0,0,0,0,0,1750
1745798400000,2025-04-28 00:00:00,ETH/USDD,1750,1750,1750,1750,4.99,0.002857,0,0,1,1750
1745712000000,2025-04-27 00:00:00,ETH/USDD,1850,1850,1850,1850,4.44,0.0024,4.44,0.0024,3,1850
1745625600000,2025-04-26 00:00:00,ETH/USDD,1820,1820,1820,1820,0,0,0,0,0,1819.99
1745539200000,2025-04-25 00:00:00,ETH/USDD,1819.99,1820,1819.99,1820,4199.62,2.307499,74.23,0.04079,8,1819.99
1745452800000,2025-04-24 00:00:00,ETH/USDD,1732.06,1819.99,1730,1819.99,116.38,0.066617,20.76,0.011412,8,1747.67
1745366400000,2025-04-23 00:00:00,ETH/USDD,1800,1800,1800,1800,67.33,0.037406,67.33,0.037406,4,1800
1745280000000,2025-04-22 00:00:00,ETH/USDD,1649.99,1750,1649.99,1750,15.75,0.009289,15.75,0.009289,11,1697.58
1745193600000,2025-04-21 00:00:00,ETH/USDD,1649.99,1649.99,1649.99,1649.99,0,0,0,0,0,1649.99
1745107200000,2025-04-20 00:00:00,ETH/USDD,1649.99,1649.99,1649.99,1649.99,0,0,0,0,0,1649.99
1745020800000,2025-04-19 00:00:00,ETH/USDD,1649.99,1649.99,1649.99,1649.99,1649.99,1,671.47,0.40696,3,1649.99
1744934400000,2025-04-18 00:00:00,ETH/USDD,1500,1649.99,1470.72,1649.99,27.27,0.01747,13.61,0.008254,3,1565.61
1744848000000,2025-04-17 00:00:00,ETH/USDD,1650,1650,1650,1650,0,0,0,0,0,1650
1744761600000,2025-04-16 00:00:00,ETH/USDD,1650,1650,1650,1650,0,0,0,0,0,1650
1744675200000,2025-04-15 00:00:00,ETH/USDD,1650,1650,1650,1650,0,0,0,0,0,1650
1744588800000,2025-04-14 00:00:00,ETH/USDD,1650,1650,1650,1650,0,0,0,0,0,1650
1744502400000,2025-04-13 00:00:00,ETH/USDD,1650,1650,1650,1650,0,0,0,0,0,1650
1744416000000,2025-04-12 00:00:00,ETH/USDD,1650,1650,1650,1650,5.28,0.0032,5.28,0.0032,4,1650
1744329600000,2025-04-11 00:00:00,ETH/USDD,1647.76,1647.76,1647.76,1647.76,767.99,0.466087,24.1,0.014629,2,1647.76
1744243200000,2025-04-10 00:00:00,ETH/USDD,1500,1500,1500,1500,4.99,0.003333,0,0,1,1500
1744156800000,2025-04-09 00:00:00,ETH/USDD,1610.65,1650,1450,1650,126.04,0.084587,26.04,0.016772,6,1491.48
1744070400000,2025-04-08 00:00:00,ETH/USDD,1649.99,1649.99,1649.99,1649.99,599.99,0.363638,185.14,0.112208,3,1649.99
1743984000000,2025-04-07 00:00:00,ETH/USDD,1590,1649.97,1550,1649.97,343.73,0.215038,99.39,0.06073,21,1599
1743897600000,2025-04-06 00:00:00,ETH/USDD,1770,1770,1612.29,1612.29,261.27,0.151699,116.65,0.065905,11,1724.29
1743811200000,2025-04-05 00:00:00,ETH/USDD,1790,1790,1790,1790,0,0,0,0,0,1790
1743724800000,2025-04-04 00:00:00,ETH/USDD,1790,1790,1790,1790,179,0.1,0,0,3,1790
1743638400000,2025-04-03 00:00:00,ETH/USDD,1790,1790,1760,1760,50.25,0.028515,0,0,3,1762.47
1743552000000,2025-04-02 00:00:00,ETH/USDD,1930,1930,1930,1930,9.99,0.005181,9.99,0.005181,2,1930
1743465600000,2025-04-01 00:00:00,ETH/USDD,1869.99,1900,1869.99,1900,22.27,0.011827,22.27,0.011827,3,1883.46
1743379200000,2025-03-31 00:00:00,ETH/USDD,1810,1840,1810,1840,111.45,0.060702,111.45,0.060702,3,1836.19
1743292800000,2025-03-30 00:00:00,ETH/USDD,1800,1800,1800,1800,0,0,0,0,0,1849.99
1743206400000,2025-03-29 00:00:00,ETH/USDD,1900,1900,1800,1800,149.99,0.081119,0,0,4,1849.99
1743120000000,2025-03-28 00:00:00,ETH/USDD,1950,1950,1900,1900,56.4,0.029014,0,0,5,1944.31
1743033600000,2025-03-27 00:00:00,ETH/USDD,2049.18,2049.18,2049.18,2049.18,0,0,0,0,0,2049.18
1742947200000,2025-03-26 00:00:00,ETH/USDD,2049.18,2049.18,2049.18,2049.18,0,0,0,0,0,2049.18
1742860800000,2025-03-25 00:00:00,ETH/USDD,2049.18,2049.18,2049.18,2049.18,0,0,0,0,0,2049.18
1742774400000,2025-03-24 00:00:00,ETH/USDD,2049.18,2049.18,2049.18,2049.18,13.15,0.006422,13.15,0.006422,1,2049.18
1742688000000,2025-03-23 00:00:00,ETH/USDD,2060,2060,2060,2060,0,0,0,0,0,2060
1742601600000,2025-03-22 00:00:00,ETH/USDD,2060,2060,2060,2060,0,0,0,0,0,2060
1742515200000,2025-03-21 00:00:00,ETH/USDD,2060,2060,2060,2060,0,0,0,0,0,2060
1742428800000,2025-03-20 00:00:00,ETH/USDD,2060,2060,2060,2060,0,0,0,0,0,2060
1742342400000,2025-03-19 00:00:00,ETH/USDD,2060,2060,2060,2060,7.32,0.003554,7.32,0.003554,1,2060
1742256000000,2025-03-18 00:00:00,ETH/USDD,1714.14,1714.14,1714.14,1714.14,0,0,0,0,0,1909.98
1742169600000,2025-03-17 00:00:00,ETH/USDD,1714.14,1714.14,1714.14,1714.14,0,0,0,0,0,1909.98
1742083200000,2025-03-16 00:00:00,ETH/USDD,1714.14,1714.14,1714.14,1714.14,0,0,0,0,0,1909.98
1741996800000,2025-03-15 00:00:00,ETH/USDD,1714.14,1714.14,1714.14,1714.14,0,0,0,0,0,1909.98
1741910400000,2025-03-14 00:00:00,ETH/USDD,1714.14,1714.14,1714.14,1714.14,0,0,0,0,0,1909.98
1741824000000,2025-03-13 00:00:00,ETH/USDD,1714.14,1714.14,1714.14,1714.14,0,0,0,0,0,1909.98
1741737600000,2025-03-12 00:00:00,ETH/USDD,1714.14,1714.14,1714.14,1714.14,0,0,0,0,0,1909.98
1741651200000,2025-03-11 00:00:00,ETH/USDD,1714.14,1714.14,1714.14,1714.14,0,0,0,0,0,1909.98
1741564800000,2025-03-10 00:00:00,ETH/USDD,2020.01,2020.01,1714.14,1714.14,256.56,0.134494,1.47,0.000733,12,1909.98
1741478400000,2025-03-09 00:00:00,ETH/USDD,2120.01,2120.01,2020,2020,213.21,0.104212,0,0,30,2046.51
1741392000000,2025-03-08 00:00:00,ETH/USDD,2120.01,2120.01,2120.01,2120.01,0,0,0,0,0,2125.61
1741305600000,2025-03-07 00:00:00,ETH/USDD,2140,2140,2120,2120.01,35.61,0.016754,0,0,11,2125.61
1741219200000,2025-03-06 00:00:00,ETH/USDD,2270,2329.91,2270,2329.91,47.11,0.020483,42.63,0.018525,9,2300.64
1741132800000,2025-03-05 00:00:00,ETH/USDD,2210,2250,2210,2250,29.99,0.013452,29.99,0.013452,5,2230
1741046400000,2025-03-04 00:00:00,ETH/USDD,2080,2210,2000,2210,579.05,0.282849,89.92,0.042704,16,2048.43
1740960000000,2025-03-03 00:00:00,ETH/USDD,2370,2370,2100,2100,212.99,0.099196,9.99,0.004219,12,2148.59
1740873600000,2025-03-02 00:00:00,ETH/USDD,2218.15,2530,2160.01,2530,222.83,0.093304,210.12,0.087491,13,2392.64
1740787200000,2025-03-01 00:00:00,ETH/USDD,2248.66,2248.66,2160.01,2165.01,143.83,0.065659,15.39,0.006848,6,2190.93
1740700800000,2025-02-28 00:00:00,ETH/USDD,2220.1,2220.1,2100,2100,1352.98,0.632034,0,0,25,2141.45
1740614400000,2025-02-27 00:00:00,ETH/USDD,2280,2280,2240,2240,69.99,0.030817,0,0,3,2271.42
1740528000000,2025-02-26 00:00:00,ETH/USDD,2360,2360,2280,2280,163.97,0.071124,113.98,0.049572,12,2305.63
1740441600000,2025-02-25 00:00:00,ETH/USDD,2470,2628.15,2330.9,2530,1017.85,0.418193,305.5,0.124799,42,2434.47
1740355200000,2025-02-24 00:00:00,ETH/USDD,2630,2747.53,2490,2490,498.7,0.192504,398.72,0.153119,22,2591.43
1740268800000,2025-02-23 00:00:00,ETH/USDD,2850,2850,2850,2850,4.99,0.001754,4.99,0.001754,1,2850
1740182400000,2025-02-22 00:00:00,ETH/USDD,2630,2630,2630,2630,0,0,0,0,0,2630.64
1740096000000,2025-02-21 00:00:00,ETH/USDD,2630.73,2630.73,2630,2630,19.25,0.007321,17.09,0.0065,3,2630.64
1740009600000,2025-02-20 00:00:00,ETH/USDD,2610.75,2610.75,2610.75,2610.75,0,0,0,0,0,2610.75
1739923200000,2025-02-19 00:00:00,ETH/USDD,2610.75,2610.75,2610.75,2610.75,2.15,0.000827,2.15,0.000827,1,2610.75
1739836800000,2025-02-18 00:00:00,ETH/USDD,2653.5,2653.5,2610.75,2610.75,52.01,0.01975,0,0,4,2633.78
1739750400000,2025-02-17 00:00:00,ETH/USDD,2770,2830,2770,2830,44.3,0.015913,24.87,0.008899,6,2784.42
1739664000000,2025-02-16 00:00:00,ETH/USDD,2703.29,2703.29,2703.29,2703.29,104.16,0.038532,0,0,1,2703.29
1739577600000,2025-02-15 00:00:00,ETH/USDD,2780.67,2780.67,2780.67,2780.67,0,0,0,0,0,2760.37
1739491200000,2025-02-14 00:00:00,ETH/USDD,2780.67,2780.67,2780.67,2780.67,0,0,0,0,0,2760.37
1739404800000,2025-02-13 00:00:00,ETH/USDD,2780.67,2780.67,2780.67,2780.67,0,0,0,0,0,2760.37
1739318400000,2025-02-12 00:00:00,ETH/USDD,2759.4,2780.67,2759.4,2780.67,114.72,0.04156,114.72,0.04156,3,2760.37
1739232000000,2025-02-11 00:00:00,ETH/USDD,2550,2550,2550,2550,0,0,0,0,0,2594.47
1739145600000,2025-02-10 00:00:00,ETH/USDD,2550,2550,2550,2550,0,0,0,0,0,2594.47
1739059200000,2025-02-09 00:00:00,ETH/USDD,2600.55,2600.55,2550,2550,66.7,0.025711,0,0,3,2594.47
1738972800000,2025-02-08 00:00:00,ETH/USDD,2772.13,2772.13,2586.96,2586.96,333.67,0.124521,172.76,0.062323,2,2682.83
1738886400000,2025-02-07 00:00:00,ETH/USDD,2739.49,2866.47,2590,2590,1197.08,0.444173,9.99,0.003486,14,2695.42
1738800000000,2025-02-06 00:00:00,ETH/USDD,2850,2928.58,2730,2730,5118.4,1.784455,2634.69,0.91774,26,2868.43
1738713600000,2025-02-05 00:00:00,ETH/USDD,2670,2670,2670,2670,0,0,0,0,0,2770
1738627200000,2025-02-04 00:00:00,ETH/USDD,2855,2855,2670,2670,34.99,0.012642,0,0,6,2770
1738540800000,2025-02-03 00:00:00,ETH/USDD,2559.65,2910,2168.03,2910,1348.85,0.565102,187.72,0.079383,41,2404.83
1738454400000,2025-02-02 00:00:00,ETH/USDD,3120,3259.8,2990,2990,1733.72,0.568731,21.97,0.00674,27,3048.97
1738368000000,2025-02-01 00:00:00,ETH/USDD,3271.14,3328.27,3130,3130,387.82,0.119281,29.67,0.009055,24,3252.28
1738281600000,2025-01-31 00:00:00,ETH/USDD,3184.4,3440,3184.39,3260.71,791.43,0.241321,560.43,0.168818,47,3281.31
1738195200000,2025-01-30 00:00:00,ETH/USDD,3189.86,3287.6,3189.86,3284.72,392.17,0.121083,392.17,0.121083,30,3239.25
1738108800000,2025-01-29 00:00:00,ETH/USDD,3151.35,3189.99,3118.38,3189.99,88.96,0.028293,88.96,0.028293,7,3144.52
1738022400000,2025-01-28 00:00:00,ETH/USDD,3239.55,3239.56,3060,3060,1246.2,0.388314,937.92,0.289536,20,3210.3
1737936000000,2025-01-27 00:00:00,ETH/USDD,3226.4,3255.74,3030.01,3239.99,2237.88,0.714092,1523.96,0.484543,120,3134.22
1737849600000,2025-01-26 00:00:00,ETH/USDD,3319.13,3344.8,3240,3240,219.94,0.066434,4,0.001203,29,3310.9
1737763200000,2025-01-25 00:00:00,ETH/USDD,3242.03,3374.4,3242.03,3328.32,94.69,0.028675,31.36,0.009512,23,3302.62
1737676800000,2025-01-24 00:00:00,ETH/USDD,3359.6,3420,3240.57,3240.57,162.89,0.048127,160.25,0.047331,14,3384.87
1737590400000,2025-01-23 00:00:00,ETH/USDD,3226.4,3344.8,3190.19,3344.8,276.67,0.086224,137.98,0.042876,16,3209.1
1737504000000,2025-01-22 00:00:00,ETH/USDD,3330,3344.8,3230,3230,86.01,0.026222,9.2,0.002781,22,3280.41
1737417600000,2025-01-21 00:00:00,ETH/USDD,3270.8,3359.6,3226.4,3352.22,899.18,0.270807,739.11,0.222227,63,3320.5
1737331200000,2025-01-20 00:00:00,ETH/USDD,3196.8,3463.18,3167.2,3285.6,9733.01,2.868742,4744.64,1.394407,398,3393.44
1737244800000,2025-01-19 00:00:00,ETH/USDD,3344.8,3433.6,3130,3211.6,2673.87,0.822704,1928.39,0.592565,234,3251.83
1737158400000,2025-01-18 00:00:00,ETH/USDD,3468.06,3475.67,3250,3330.14,1571.75,0.46946,1276.13,0.38265,37,3348.67
1737072000000,2025-01-17 00:00:00,ETH/USDD,3376.37,3522.4,3376.37,3478,1835.67,0.534866,1710.01,0.498356,50,3432.52
1736985600000,2025-01-16 00:00:00,ETH/USDD,3489.62,3489.62,3270.01,3270.01,374.42,0.113818,20.94,0.006003,44,3290.41
1736899200000,2025-01-15 00:00:00,ETH/USDD,3214.43,3489.99,3193.73,3489.99,1422.04,0.426465,1222.64,0.364683,108,3335.73
1736812800000,2025-01-14 00:00:00,ETH/USDD,3152.4,3250,3152.4,3220.44,802.03,0.249698,344.75,0.107301,66,3212.13
1736726400000,2025-01-13 00:00:00,ETH/USDD,3330,3330,2946.22,3137.6,2422.44,0.786612,1094.22,0.368522,31,3084.63
1736640000000,2025-01-12 00:00:00,ETH/USDD,3228.15,3228.15,3228.15,3228.15,0,0,0,0,0,3298.56
1736553600000,2025-01-11 00:00:00,ETH/USDD,3228.15,3228.15,3228.15,3228.15,0,0,0,0,0,3298.56
1736467200000,2025-01-10 00:00:00,ETH/USDD,3241.2,3328.76,3226.4,3228.15,683.54,0.207239,54.76,0.016537,30,3298.56
1736380800000,2025-01-09 00:00:00,ETH/USDD,3344.8,3359.6,3182,3226.4,657.27,0.199307,232.2,0.069615,90,3298.26
1736294400000,2025-01-08 00:00:00,ETH/USDD,3418.8,3418.8,3226.4,3337.21,1517.22,0.458112,1313.42,0.396788,90,3312.69
1736208000000,2025-01-07 00:00:00,ETH/USDD,3712.95,3712.95,3374.4,3395.17,953.84,0.27116,149.7,0.042276,82,3518.79
1736121600000,2025-01-06 00:00:00,ETH/USDD,3671.95,3749.96,3492.92,3687.61,582.93,0.158729,276.02,0.074671,56,3673.05
1736035200000,2025-01-05 00:00:00,ETH/USDD,3678.65,3679.65,3614.63,3644.22,278.85,0.076285,278.85,0.076285,12,3655.62
1735948800000,2025-01-04 00:00:00,ETH/USDD,3628.82,3677.29,3601.39,3676.47,157.88,0.043194,157.88,0.043194,12,3655.43
1735862400000,2025-01-03 00:00:00,ETH/USDD,3468.37,3600.43,3340,3600.43,165.58,0.04749,87.32,0.024891,31,3487.75
1735776000000,2025-01-02 00:00:00,ETH/USDD,3383,3500,3383,3443.23,519.06,0.152428,23.66,0.006823,35,3405.51
1735689600000,2025-01-01 00:00:00,ETH/USDD,3328.15,3400,3328.15,3366,191.47,0.057382,14.85,0.00443,19,3336.91
1735603200000,2024-12-31 00:00:00,ETH/USDD,3380.29,3450,3283.01,3349.41,319.55,0.094441,183.67,0.053761,15,3384.26
1735516800000,2024-12-30 00:00:00,ETH/USDD,3448.59,3448.59,3250.03,3312.41,216.91,0.064899,82.45,0.024064,20,3343.64
1735430400000,2024-12-29 00:00:00,ETH/USDD,3254.88,3254.88,3254.88,3254.88,11.83,0.003637,0,0,1,3254.88
1735344000000,2024-12-28 00:00:00,ETH/USDD,3344.54,3435.98,3325.6,3435.98,885.6,0.2591,832.41,0.243159,9,3418.2
1735257600000,2024-12-27 00:00:00,ETH/USDD,3400,3449.99,3166.07,3250.01,78.27,0.02374,31.42,0.009139,7,3301.35
1735171200000,2024-12-26 00:00:00,ETH/USDD,3080.21,3080.21,3080.21,3080.21,0,0,0,0,0,3306.5
1735084800000,2024-12-25 00:00:00,ETH/USDD,3080.21,3080.21,3080.21,3080.21,0,0,0,0,0,3306.5
1734998400000,2024-12-24 00:00:00,ETH/USDD,3080.21,3080.21,3080.21,3080.21,0,0,0,0,0,3306.5
1734912000000,2024-12-23 00:00:00,ETH/USDD,3080.21,3080.21,3080.21,3080.21,0,0,0,0,0,3306.5
1734825600000,2024-12-22 00:00:00,ETH/USDD,3080.21,3080.21,3080.21,3080.21,0,0,0,0,0,3306.5
1734739200000,2024-12-21 00:00:00,ETH/USDD,3080.21,3080.21,3080.21,3080.21,0,0,0,0,0,3306.5
1734652800000,2024-12-20 00:00:00,ETH/USDD,3300,3455.92,3080.21,3080.21,1381.19,0.417799,1245.43,0.376091,32,3306.5
1734566400000,2024-12-19 00:00:00,ETH/USDD,3620,3709.57,3369.09,3369.09,770.94,0.216716,369.47,0.10338,31,3558.41
1734480000000,2024-12-18 00:00:00,ETH/USDD,3843.23,3978.31,3640,3640,13517.41,3.56346,10622.6,2.797906,66,3793.54
1734393600000,2024-12-17 00:00:00,ETH/USDD,3986.31,4010.21,3860,3860,1479.88,0.371444,1121.39,0.280264,31,3984.67
1734307200000,2024-12-16 00:00:00,ETH/USDD,3990,4090,3820.01,4011.52,732.69,0.184643,463.08,0.114796,42,3970.19
1734220800000,2024-12-15 00:00:00,ETH/USDD,3820.97,3970,3820.39,3970,623.49,0.160234,572.7,0.146969,28,3891.5
1734134400000,2024-12-14 00:00:00,ETH/USDD,3844.93,3846.01,3820.01,3820.01,3363.13,0.878675,0,0,70,3827.51
1734048000000,2024-12-13 00:00:00,ETH/USDD,3987.95,3987.95,3840.37,3953.65,139.04,0.035783,50.47,0.012721,4,3886.71
1733961600000,2024-12-12 00:00:00,ETH/USDD,3850,3970,3850,3860,158.24,0.040349,128.89,0.032747,14,3922.54
1733875200000,2024-12-11 00:00:00,ETH/USDD,3670,3849.99,3670,3849.99,783.89,0.209069,773.51,0.206245,16,3750.04
1733788800000,2024-12-10 00:00:00,ETH/USDD,3750,3770,3540,3540,669.84,0.186377,106.26,0.028278,33,3595.45
1733702400000,2024-12-09 00:00:00,ETH/USDD,3945.01,3945.01,3539.35,3539.35,2171.43,0.589069,1653.64,0.448622,43,3688.17
1733616000000,2024-12-08 00:00:00,ETH/USDD,3980,3988.7,3940.1,3940.4,327.7,0.082783,51.87,0.013012,14,3958.74
1733529600000,2024-12-07 00:00:00,ETH/USDD,3877.94,4101.22,3877.94,4086.51,273.64,0.067239,251.35,0.061507,4,4070.48
1733443200000,2024-12-06 00:00:00,ETH/USDD,3880,4090,3750.74,4090,2169.75,0.545724,585.86,0.146974,39,3978.01
1733356800000,2024-12-05 00:00:00,ETH/USDD,3890,3910,3667.91,3807.85,2036.39,0.532416,685.74,0.182712,48,3826.13
1733270400000,2024-12-04 00:00:00,ETH/USDD,3635.04,3880.88,3634.79,3861.41,1187.09,0.317474,1187.09,0.317474,41,3741.66
1733184000000,2024-12-03 00:00:00,ETH/USDD,3622.89,3622.89,3510.02,3510.02,478.47,0.134259,96.86,0.026736,18,3564.05
1733097600000,2024-12-02 00:00:00,ETH/USDD,3749.99,3750,3510.03,3570,193.9,0.054015,109.86,0.030356,23,3591.85
1733011200000,2024-12-01 00:00:00,ETH/USDD,3746.01,3746.01,3517.97,3517.97,5.22,0.001429,3.29,0.000879,2,3661.6
1732924800000,2024-11-30 00:00:00,ETH/USDD,3650,3735.45,3650,3735.45,41.45,0.011216,41.45,0.011216,10,3696.26
1732838400000,2024-11-29 00:00:00,ETH/USDD,3630,3630,3630,3630,0,0,0,0,0,3593.44
1732752000000,2024-11-28 00:00:00,ETH/USDD,3410.61,3630,3410.61,3630,5.99,0.00167,4.99,0.001377,2,3593.44
1732665600000,2024-11-27 00:00:00,ETH/USDD,3410,3670,3410,3670,2075.06,0.589217,2075.06,0.589217,55,3523.99
1732579200000,2024-11-26 00:00:00,ETH/USDD,3360,3360,3277,3277,638.06,0.194612,0,0,21,3278.7
1732492800000,2024-11-25 00:00:00,ETH/USDD,3419.48,3539.82,3360,3539.82,1035.98,0.302056,920.8,0.26782,23,3430.29
1732406400000,2024-11-24 00:00:00,ETH/USDD,3291.01,3323.19,3291,3322.2,675.75,0.205235,38.74,0.011674,6,3292.59
1732320000000,2024-11-23 00:00:00,ETH/USDD,3220.05,3486.29,3220.05,3486.29,5268.56,1.53363,2542.52,0.738064,46,3435.63
1732233600000,2024-11-22 00:00:00,ETH/USDD,3304.75,3409.99,3285.67,3309,293.14,0.087982,276.71,0.082982,24,3332.21
1732147200000,2024-11-21 00:00:00,ETH/USDD,3020.01,3355.39,3020.01,3355.39,1645.37,0.52259,1475.96,0.466498,34,3152.79
1732060800000,2024-11-20 00:00:00,ETH/USDD,3191.28,3191.28,3040,3040,36.02,0.011789,1.26,0.000397,6,3056.37
1731974400000,2024-11-19 00:00:00,ETH/USDD,3048.28,3120.14,3044.29,3080,1765.08,0.566115,1012.39,0.324489,45,3117.91
1731888000000,2024-11-18 00:00:00,ETH/USDD,3080.01,3210,3040.13,3210,600.25,0.19422,176.08,0.055542,16,3091.48
1731801600000,2024-11-17 00:00:00,ETH/USDD,3209.99,3209.99,3209.99,3209.99,0,0,0,0,0,3106.53
1731715200000,2024-11-16 00:00:00,ETH/USDD,3130,3209.99,3104.45,3209.99,1557.59,0.501399,1557.59,0.501399,17,3106.53
1731628800000,2024-11-15 00:00:00,ETH/USDD,3020,3113.38,3020,3097.38,13.42,0.004369,8.43,0.002714,4,3074.27
1731542400000,2024-11-14 00:00:00,ETH/USDD,3120.01,3120.01,3040,3040,79.37,0.025879,0,0,9,3067.47
1731456000000,2024-11-13 00:00:00,ETH/USDD,3208.76,3310,3120,3310,136.46,0.042511,23.18,0.007088,12,3210.56
1731369600000,2024-11-12 00:00:00,ETH/USDD,3370,3410,3220,3220,38.23,0.01159,11.62,0.003423,9,3300.43
1731283200000,2024-11-11 00:00:00,ETH/USDD,3140,3370,3140,3370,1440.84,0.438776,1385.71,0.421945,20,3283.89
1731196800000,2024-11-10 00:00:00,ETH/USDD,3179.99,3230,3178.24,3230,4348.58,1.365783,2506.57,0.787056,38,3183.99
1731110400000,2024-11-09 00:00:00,ETH/USDD,2998.66,3150,2985.03,2985.03,3736.49,1.244099,350.44,0.115611,19,3003.44
1731024000000,2024-11-08 00:00:00,ETH/USDD,2920,2960,2920,2960,160.02,0.05428,160.02,0.05428,6,2948.2
1730937600000,2024-11-07 00:00:00,ETH/USDD,2740,2900,2740,2900,540.07,0.191381,532.4,0.188717,19,2823.19
1730851200000,2024-11-06 00:00:00,ETH/USDD,2540,2721.13,2540,2721.13,100.04,0.037666,89.31,0.033723,15,2657.3
1730764800000,2024-11-05 00:00:00,ETH/USDD,2481.77,2481.77,2481.77,2481.77,15.89,0.006404,15.89,0.006404,1,2481.77
1730678400000,2024-11-04 00:00:00,ETH/USDD,2400,2400,2379.89,2379.89,11.18,0.004683,1.18,0.0005,3,2388.92
1730592000000,2024-11-03 00:00:00,ETH/USDD,2460,2528.35,2420,2528.35,17.11,0.006997,1.09,0.000435,5,2446.33
1730505600000,2024-11-02 00:00:00,ETH/USDD,2510.83,2510.83,2494.66,2494.66,85.56,0.034291,85.56,0.034291,4,2495.17
1730419200000,2024-11-01 00:00:00,ETH/USDD,2500,2511.16,2480,2511.16,1458.17,0.587267,1364.11,0.549774,9,2483.01
1730332800000,2024-10-31 00:00:00,ETH/USDD,2628.94,2628.94,2519.93,2519.93,89.1,0.034416,2.96,0.001175,10,2589.59
1730246400000,2024-10-30 00:00:00,ETH/USDD,2680,2700,2665,2700,29.99,0.01122,29.99,0.01122,4,2673.33
1730160000000,2024-10-29 00:00:00,ETH/USDD,2580,2660,2580,2660,56.2,0.021357,56.2,0.021357,7,2632.1
1730073600000,2024-10-28 00:00:00,ETH/USDD,2500,2560,2500,2560,21.27,0.008405,21.27,0.008405,7,2531.79
1729987200000,2024-10-27 00:00:00,ETH/USDD,2400,2400,2400,2400,0,0,0,0,0,2417.02
1729900800000,2024-10-26 00:00:00,ETH/USDD,2400,2400,2400,2400,0,0,0,0,0,2417.02
1729814400000,2024-10-25 00:00:00,ETH/USDD,2440,2440,2400,2400,17.61,0.00729,0,0,4,2417.02
1729728000000,2024-10-24 00:00:00,ETH/USDD,2514.87,2557.98,2502.59,2531.86,281.63,0.111874,239.17,0.094928,20,2517.53
1729641600000,2024-10-23 00:00:00,ETH/USDD,2608.02,2615.87,2460,2504.73,2191.87,0.869328,1922.97,0.763024,63,2521.54
1729555200000,2024-10-22 00:00:00,ETH/USDD,2640,2640,2600.01,2600.01,117.06,0.044594,0,0,6,2625.09
1729468800000,2024-10-21 00:00:00,ETH/USDD,2759.99,2760,2660,2670.8,211.08,0.078839,13.27,0.004811,11,2677.71
1729382400000,2024-10-20 00:00:00,ETH/USDD,2671.12,2740,2671.12,2740,341.52,0.125321,341.52,0.125321,44,2725.35
1729296000000,2024-10-19 00:00:00,ETH/USDD,2649.14,2649.14,2649.14,2649.14,1.32,0.0005,1.32,0.0005,1,2649.14
1729209600000,2024-10-18 00:00:00,ETH/USDD,2660,2660,2660,2660,4.99,0.001879,4.99,0.001879,1,2660
1729123200000,2024-10-17 00:00:00,ETH/USDD,2659.31,2659.31,2659.31,2659.31,0,0,0,0,0,2659.31
