unix,date,symbol,open,high,low,close,Volume XMR,Volume BTC,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1677542400000,2023-02-28 00:00:00,XMR/BTC,0.006374,0.006496,0.00625,0.006495,9.173514,1425.03,5.64445,873.36,10421,0.006437
1677456000000,2023-02-27 00:00:00,XMR/BTC,0.006422,0.006478,0.006308,0.006373,3.308035,516.02,1.913786,298.39,12348,0.00641
1677369600000,2023-02-26 00:00:00,XMR/BTC,0.006438,0.006496,0.006385,0.006421,2.16724,336.33,1.123591,174.38,11660,0.006443
1677283200000,2023-02-25 00:00:00,XMR/BTC,0.006496,0.006561,0.006348,0.006428,7.771276,1196.82,5.184239,798.34,12544,0.006493
1677196800000,2023-02-24 00:00:00,XMR/BTC,0.006341,0.006538,0.006302,0.006501,6.164836,952.02,4.030288,621.88,11042,0.006475
1677110400000,2023-02-23 00:00:00,XMR/BTC,0.00651,0.006553,0.0063,0.006341,4.176235,653.22,1.342061,209.2,5078,0.006393
1677024000000,2023-02-22 00:00:00,XMR/BTC,0.006531,0.006643,0.0064,0.006527,6.368305,971.93,4.237818,646.2,12136,0.006552
1676937600000,2023-02-21 00:00:00,XMR/BTC,0.006516,0.006734,0.00644,0.006533,5.349006,818.48,3.124583,476.8,13102,0.006535
1676851200000,2023-02-20 00:00:00,XMR/BTC,0.006687,0.006906,0.0065,0.006519,10.2207,1529.96,5.28573,788.16,13480,0.006682
1676764800000,2023-02-19 00:00:00,XMR/BTC,0.006564,0.006744,0.0065,0.006688,6.581541,993,3.532515,533.03,12681,0.006628
1676678400000,2023-02-18 00:00:00,XMR/BTC,0.0065,0.006624,0.006461,0.006564,3.892971,593.13,1.992319,303.52,13652,0.006563
1676592000000,2023-02-17 00:00:00,XMR/BTC,0.006613,0.006732,0.0064,0.0065,3.745337,570.3,1.35308,205.03,12141,0.006568
1676505600000,2023-02-16 00:00:00,XMR/BTC,0.006797,0.006814,0.006453,0.006618,6.942394,1046.9,1.920201,289.8,15389,0.006632
1676419200000,2023-02-15 00:00:00,XMR/BTC,0.007137,0.007236,0.006751,0.006811,8.0509,1144.3,3.684412,518.85,13914,0.007038
1676332800000,2023-02-14 00:00:00,XMR/BTC,0.007154,0.007299,0.007052,0.00714,7.910046,1106.1,5.323385,743.83,12467,0.007151
1676246400000,2023-02-13 00:00:00,XMR/BTC,0.007315,0.00745,0.007101,0.007158,7.536436,1032.77,4.358597,595.01,15758,0.007298
1676160000000,2023-02-12 00:00:00,XMR/BTC,0.007378,0.007448,0.0071,0.007319,12.551659,1700.82,9.697315,1310.54,14181,0.00738
1676073600000,2023-02-11 00:00:00,XMR/BTC,0.007144,0.007409,0.007108,0.007384,5.55416522,759.74,3.57085438,488.02,15263,0.007311277565797229
1675987200000,2023-02-10 00:00:00,XMR/BTC,0.006993,0.007282,0.006974,0.007142,21.5153413,3004.84,9.28022517,1303.5,14241,0.007160851028163144
1675900800000,2023-02-09 00:00:00,XMR/BTC,0.007235,0.007326,0.00692,0.006993,8.08804283,1131.49,3.36450829,468.23,14287,0.007149359568265665
1675814400000,2023-02-08 00:00:00,XMR/BTC,0.007232,0.007329,0.0071,0.007236,7.26692015,1007.6,3.39223224,469.63,14254,0.007212373724035827
1675728000000,2023-02-07 00:00:00,XMR/BTC,0.007231,0.007311,0.007132,0.007231,6.1705881,853.92,2.16124301,298.3,12980,0.007226473987878971
1675641600000,2023-02-06 00:00:00,XMR/BTC,0.007296,0.007346,0.0072,0.007234,3.11973184,430.01,1.35223008,186.13,12749,0.007255138723278502
1675555200000,2023-02-05 00:00:00,XMR/BTC,0.007388,0.007419,0.007221,0.007346,5.96224543,813.89,2.23252565,304.24,13410,0.007325933222435353
1675468800000,2023-02-04 00:00:00,XMR/BTC,0.00733,0.007454,0.007318,0.007388,3.45501054,467.31,1.92211786,259.8,13603,0.007393556356962354
1675382400000,2023-02-03 00:00:00,XMR/BTC,0.007376,0.007452,0.0073,0.007331,2.90091152,393.91,1.39390685,189.15,10833,0.00736459469524661
1675296000000,2023-02-02 00:00:00,XMR/BTC,0.007488,0.007562,0.00734,0.007345,6.77913482,909.55,2.30792966,308.45,13143,0.007453664519971897
1675209600000,2023-02-01 00:00:00,XMR/BTC,0.007672,0.007712,0.007471,0.007488,5.27443203,695.32,1.85950356,244.45,11751,0.007586063873094747
1675123200000,2023-01-31 00:00:00,XMR/BTC,0.007711,0.007784,0.00755,0.007672,6.58771879,860.12,2.99751024,390.64,12903,0.007659404118912487
1675036800000,2023-01-30 00:00:00,XMR/BTC,0.007838,0.007968,0.007703,0.007704,5.08951535,651.39,2.25550891,288.25,12674,0.00781378943770257
1674950400000,2023-01-29 00:00:00,XMR/BTC,0.007995,0.008047,0.007753,0.007819,4.45587401,567.13,1.56770845,199.58,11132,0.007857340093338704
1674864000000,2023-01-28 00:00:00,XMR/BTC,0.00775,0.008084,0.007707,0.008008,13.79438388,1753.85,11.32262121,1440.66,14423,0.007866728673239008
1674777600000,2023-01-27 00:00:00,XMR/BTC,0.007628,0.00775,0.007581,0.00775,7.42680242,958.84,7.13078459,920.46,2700,0.007745642646108957
1674691200000,2023-01-26 00:00:00,XMR/BTC,0.007511,0.0077,0.007442,0.007595,2.80179673,369.43,1.50603069,198.38,9268,0.007584637653311976
1674604800000,2023-01-25 00:00:00,XMR/BTC,0.007606,0.0077,0.007411,0.007513,5.17059267,686.3,2.58707095,342.35,12726,0.007534813420782096
1674518400000,2023-01-24 00:00:00,XMR/BTC,0.007796,0.007814,0.00745,0.007607,4.98708083,654.81,1.68938447,220.99,12286,0.007617188534231158
1674432000000,2023-01-23 00:00:00,XMR/BTC,0.007785,0.007911,0.007612,0.007798,6.43763305,829.36,3.26047369,418.75,10891,0.007762885191055242
1674345600000,2023-01-22 00:00:00,XMR/BTC,0.007627,0.007898,0.007606,0.007786,6.32850246,814.07,3.37583274,434.3,11506,0.007774801097835561
1674259200000,2023-01-21 00:00:00,XMR/BTC,0.007641,0.00795,0.007459,0.007627,9.58269184,1251.34,4.21397949,547.93,10728,0.007660107846139564
1674172800000,2023-01-20 00:00:00,XMR/BTC,0.007862,0.008,0.007611,0.007643,7.78419278,990.45,3.21414882,406.87,14468,0.007860738685024532
1674086400000,2023-01-19 00:00:00,XMR/BTC,0.007873,0.00793,0.007575,0.007858,10.16259167,1316.36,3.19510564,412.33,14423,0.00772088074177756
1674000000000,2023-01-18 00:00:00,XMR/BTC,0.008127,0.008237,0.007831,0.007872,8.33640458,1037.33,2.81015726,348.4,12615,0.008038190893532364
1673913600000,2023-01-17 00:00:00,XMR/BTC,0.00793,0.008249,0.007896,0.008122,6.85382206,847.31,3.96228711,488.19,12364,0.008090299387708341
1673827200000,2023-01-16 00:00:00,XMR/BTC,0.00836,0.008393,0.0079,0.007926,10.77098933,1329.04,3.67332349,453.85,13936,0.008106134436103147
1673740800000,2023-01-15 00:00:00,XMR/BTC,0.008403,0.008526,0.008301,0.008359,7.8438847,933.21,2.87636076,341.53,11486,0.008405458917265309
1673654400000,2023-01-14 00:00:00,XMR/BTC,0.00855,0.008924,0.00835,0.008369,14.99095748,1738.62,6.98570726,803.66,10470,0.008624646869089385
1673568000000,2023-01-13 00:00:00,XMR/BTC,0.008857,0.008887,0.008509,0.008552,9.91098669,1140.18,2.78973533,320.24,11767,0.008693848996691582
1673481600000,2023-01-12 00:00:00,XMR/BTC,0.009391,0.009414,0.00885,0.00885,15.10182304,1655.04,4.56405638,499.37,11126,0.009126788383775246
1673395200000,2023-01-11 00:00:00,XMR/BTC,0.009234,0.009456,0.009209,0.009398,13.36552521,1431.5,10.6042261,1134.48,13883,0.009336990280081291
1673308800000,2023-01-10 00:00:00,XMR/BTC,0.009249,0.009311,0.009111,0.009234,6.64039596,720.08,3.87092199,419.27,10906,0.009222152474399038
1673222400000,2023-01-09 00:00:00,XMR/BTC,0.009083,0.009325,0.009051,0.009235,11.34333424,1232.49,8.12489312,882.23,12722,0.009203803991340107
1673136000000,2023-01-08 00:00:00,XMR/BTC,0.009186,0.009369,0.00908,0.009082,7.44623305,807.55,3.92415959,424.65,12569,0.009221503720480971
1673049600000,2023-01-07 00:00:00,XMR/BTC,0.009129,0.00919,0.0091,0.009186,5.2562315,575.01,2.53056537,276.38,13012,0.00914122426390176
1672963200000,2023-01-06 00:00:00,XMR/BTC,0.00925,0.009414,0.0091,0.00913,8.27200526,895.92,4.73960754,512.26,13854,0.009233521651581565
1672876800000,2023-01-05 00:00:00,XMR/BTC,0.008942,0.00925,0.008921,0.009249,9.34697925,1031.23,6.77477554,746.85,13104,0.009064576147018718
1672790400000,2023-01-04 00:00:00,XMR/BTC,0.008898,0.009049,0.008859,0.008938,7.59796085,849.33,4.22228689,471.69,13056,0.008946026307066862
1672704000000,2023-01-03 00:00:00,XMR/BTC,0.008858,0.008932,0.008836,0.008897,6.0034834,676.48,3.2602536,367.5,13113,0.008874653461391844
1672617600000,2023-01-02 00:00:00,XMR/BTC,0.008917,0.008986,0.008839,0.008851,6.74402055,757.37,3.62479509,406.95,14440,0.008904622876871322
1672531200000,2023-01-01 00:00:00,XMR/BTC,0.008879,0.00895,0.00884,0.008945,3.50059974,393.17,1.62356064,182.41,10015,0.008903605530369177
1672444800000,2022-12-31 00:00:00,XMR/BTC,0.008808,0.008933,0.008768,0.00888,4.61078236,520.56,2.82285614,318.48,10264,0.008857552853635539
1672358400000,2022-12-30 00:00:00,XMR/BTC,0.008747,0.008849,0.008724,0.008809,6.52975639,741.34,1.88646807,214.45,11688,0.008808142928513071
1672272000000,2022-12-29 00:00:00,XMR/BTC,0.008814,0.008877,0.008742,0.008747,3.80861243,432.58,1.41433716,160.58,11397,0.008804475134877287
1672185600000,2022-12-28 00:00:00,XMR/BTC,0.008704,0.008891,0.008603,0.008853,8.83081719,1011.83,4.77696618,546.26,11232,0.008728237556740675
1672099200000,2022-12-27 00:00:00,XMR/BTC,0.008676,0.008744,0.008594,0.008709,2.98597678,344.47,1.62346892,187.28,10720,0.008668500737407423
1672012800000,2022-12-26 00:00:00,XMR/BTC,0.008623,0.008742,0.008562,0.008672,48.27213687,5589.9,27.23335957,3151.9,10765,0.008635757287281669
1671926400000,2022-12-25 00:00:00,XMR/BTC,0.008517,0.008639,0.008502,0.008622,74.33642286,8670.44,36.77966098,4289.72,9023,0.00857363848937336
1671840000000,2022-12-24 00:00:00,XMR/BTC,0.00853,0.008538,0.008425,0.008504,55.39947376,6539.38,27.55052565,3252,10411,0.008471720060316412
1671753600000,2022-12-23 00:00:00,XMR/BTC,0.008645,0.008702,0.008306,0.008529,79.92024947,9411.89,39.42092838,4641.71,13703,0.008492592352742216
1671667200000,2022-12-22 00:00:00,XMR/BTC,0.008743,0.008787,0.008639,0.008646,34.66126457,3975.12,18.49718525,2121.71,14113,0.008719668384838638
1671580800000,2022-12-21 00:00:00,XMR/BTC,0.00868,0.008837,0.00868,0.008747,18.54708871,2115.56,9.51638755,1085.34,11937,0.008767126221445579
1671494400000,2022-12-20 00:00:00,XMR/BTC,0.008741,0.008812,0.008553,0.008681,6.10329957,702.56,2.90678667,334.21,4249,0.00868757812859292
1671408000000,2022-12-19 00:00:00,XMR/BTC,0.008606,0.008783,0.008595,0.008754,10.30825857,1184.82,6.96974472,800.76,1908,0.008700386972974997
1671321600000,2022-12-18 00:00:00,XMR/BTC,0.008566,0.0087,0.00853,0.008609,4.1987754,486.58,2.20058155,254.9,1860,0.008629346395693929
1671235200000,2022-12-17 00:00:00,XMR/BTC,0.008532,0.008626,0.008352,0.008551,3.60496758,423.37,1.87711535,219.71,2110,0.008515442347139746
1671148800000,2022-12-16 00:00:00,XMR/BTC,0.008591,0.00865,0.008506,0.008542,3.7691848,439.41,2.28704462,266.23,1899,0.008578010755025346
1671062400000,2022-12-15 00:00:00,XMR/BTC,0.008362,0.008599,0.008288,0.008587,7.04556273,835.27,4.65080823,550.69,3268,0.008435757161154995
1670976000000,2022-12-14 00:00:00,XMR/BTC,0.008512,0.008565,0.008095,0.008358,25.08438417,3034.63,16.21682555,1966.08,3588,0.008268551861098793
1670889600000,2022-12-13 00:00:00,XMR/BTC,0.00875,0.008836,0.00845,0.008512,11.54070477,1341.33,3.9753684,462.02,3124,0.008604968342813101
1670803200000,2022-12-12 00:00:00,XMR/BTC,0.008791,0.008945,0.008741,0.008758,9.90484774,1119.17,6.09214397,687.7,4356,0.008850337992166797
1670716800000,2022-12-11 00:00:00,XMR/BTC,0.008742,0.008879,0.00868,0.00879,9.16472314,1045.3,4.64860195,529.47,4376,0.008767765141672503
1670630400000,2022-12-10 00:00:00,XMR/BTC,0.008689,0.008791,0.008638,0.008753,7.70534904,883.21,4.75894584,545.33,4501,0.008724362421714677
1670544000000,2022-12-09 00:00:00,XMR/BTC,0.008579,0.008695,0.008466,0.008695,8.65993781,1009.05,4.43335354,515.83,4840,0.008582602712471377
1670457600000,2022-12-08 00:00:00,XMR/BTC,0.008547,0.008695,0.008467,0.00857,9.18957047,1068.49,4.97306282,577.51,4232,0.008600807849588245
1670371200000,2022-12-07 00:00:00,XMR/BTC,0.00836,0.00855,0.008341,0.00854,6.19514876,734.27,3.09280296,366.28,3975,0.008437451836568084
1670284800000,2022-12-06 00:00:00,XMR/BTC,0.008492,0.00855,0.008331,0.008364,5.88223599,697.83,2.70829959,321.23,3685,0.008429690406175692
1670198400000,2022-12-05 00:00:00,XMR/BTC,0.008319,0.008511,0.008271,0.008498,7.22344243,864.17,3.88819608,465.1,3615,0.008359471520545219
1670112000000,2022-12-04 00:00:00,XMR/BTC,0.008555,0.008616,0.008312,0.00832,4.82521358,571.5,1.98264771,234.25,3091,0.008443744126040649
1670025600000,2022-12-03 00:00:00,XMR/BTC,0.008489,0.00865,0.008482,0.008554,6.39596008,744.3,4.28614067,498.59,2833,0.008593393144394838
1669939200000,2022-12-02 00:00:00,XMR/BTC,0.008446,0.008561,0.008225,0.008492,7.62884231,901.92,4.10359372,483.71,2337,0.008459010785704151
1669852800000,2022-12-01 00:00:00,XMR/BTC,0.008245,0.008455,0.00822,0.008449,4.11652832,492.66,2.35066509,280.99,2612,0.008356103789519749
1669766400000,2022-11-30 00:00:00,XMR/BTC,0.008372,0.008412,0.00822,0.008245,6.78327952,818.22,4.18080768,503.99,2872,0.008290445164028163
1669680000000,2022-11-29 00:00:00,XMR/BTC,0.00832,0.0085,0.008295,0.008369,5.97547256,712.02,2.68632043,319.97,2820,0.008392444266361997
1669593600000,2022-11-28 00:00:00,XMR/BTC,0.008316,0.008429,0.008221,0.008312,6.91308065,830,3.25248895,389.98,2890,0.008329159997438339
1669507200000,2022-11-27 00:00:00,XMR/BTC,0.008431,0.00845,0.008277,0.008307,6.14862216,736.96,2.88224075,344.8,3397,0.008343405871193569
1669420800000,2022-11-26 00:00:00,XMR/BTC,0.008245,0.00845,0.00823,0.008431,8.27686825,993.62,6.02048716,721.74,3270,0.008330370688696866
1669334400000,2022-11-25 00:00:00,XMR/BTC,0.008236,0.008334,0.008141,0.008245,9.83040043,1194.76,6.52728318,793.39,3709,0.008228134934554324
1669248000000,2022-11-24 00:00:00,XMR/BTC,0.008131,0.008283,0.008028,0.008235,10.06923993,1235.16,5.11588258,627.06,4586,0.008152741662648921
1669161600000,2022-11-23 00:00:00,XMR/BTC,0.008256,0.008312,0.00809,0.008126,10.11054352,1233.57,4.99686698,609.1,4922,0.00819644588190117
1669075200000,2022-11-22 00:00:00,XMR/BTC,0.008,0.008275,0.007951,0.008266,10.79670476,1334.39,4.75792517,587.18,5377,0.008091652484570411
1668988800000,2022-11-21 00:00:00,XMR/BTC,0.007983,0.0083,0.00793,0.008008,16.12443185,1986.58,9.82487338,1205.15,5997,0.008118019920951563
1668902400000,2022-11-20 00:00:00,XMR/BTC,0.008021,0.008092,0.007935,0.007985,11.05805835,1379.95,5.70224565,711.42,6891,0.008013495165546179
1668816000000,2022-11-19 00:00:00,XMR/BTC,0.007989,0.00805,0.007938,0.008024,14.3110342,1787.63,7.77638346,970.98,8896,0.008005671643865384
1668729600000,2022-11-18 00:00:00,XMR/BTC,0.007945,0.008013,0.007863,0.007987,15.8145544,1985.11,9.34730675,1172.88,8774,0.007966701198558516
1668643200000,2022-11-17 00:00:00,XMR/BTC,0.007934,0.008029,0.007859,0.007957,14.61676347,1842.69,8.33106539,1051.42,9929,0.007932600146907442
1668556800000,2022-11-16 00:00:00,XMR/BTC,0.007629,0.00798,0.007609,0.007943,17.88267959,2291.46,10.37446142,1326.99,9022,0.007805111129777635
1668470400000,2022-11-15 00:00:00,XMR/BTC,0.007826,0.007852,0.0076,0.007631,10.60211047,1371.81,5.28099324,683.31,8865,0.007729033808766433
1668384000000,2022-11-14 00:00:00,XMR/BTC,0.007791,0.007885,0.007564,0.007835,11.36875529,1469.18,6.7115576,867.62,7533,0.007738977326455285
1668297600000,2022-11-13 00:00:00,XMR/BTC,0.007651,0.007841,0.007607,0.007783,7.93938589,1027.68,4.39359932,566.96,6006,0.007726074993744864
1668211200000,2022-11-12 00:00:00,XMR/BTC,0.00751,0.007688,0.007429,0.007651,3.09232882,409.22,1.94348459,256.33,4777,0.007557407810504553
1668124800000,2022-11-11 00:00:00,XMR/BTC,0.007562,0.007687,0.007378,0.00751,4.03321701,536.93,1.75553925,232.65,3508,0.00751233856486868
1668038400000,2022-11-10 00:00:00,XMR/BTC,0.007466,0.007671,0.007443,0.007563,3.17420472,419.66,1.38776439,182.17,2669,0.007564446307702977
1667952000000,2022-11-09 00:00:00,XMR/BTC,0.007421,0.007638,0.00735,0.007488,4.97996669,662.11,3.49138071,462.42,2489,0.00752218482332598
1667865600000,2022-11-08 00:00:00,XMR/BTC,0.007536,0.007631,0.007255,0.007461,7.17070303,963.09,1.77416409,237.61,2341,0.007446405098450475
1667779200000,2022-11-07 00:00:00,XMR/BTC,0.007404,0.007664,0.007403,0.007536,5.34876614,708.53,3.98705048,527.97,2569,0.007549650255282283
1667692800000,2022-11-06 00:00:00,XMR/BTC,0.007377,0.007532,0.007373,0.007427,2.47644856,331.55,0.62305869,83.42,1621,0.00746951573482258
1667606400000,2022-11-05 00:00:00,XMR/BTC,0.007486,0.00757,0.0074,0.007419,2.12251418,283.5,1.49885345,199.78,2239,0.00748709524124755
1667520000000,2022-11-04 00:00:00,XMR/BTC,0.007379,0.007486,0.00727,0.007485,4.02291882,544.41,1.25722125,169.7,3878,0.007389642334636103
1667433600000,2022-11-03 00:00:00,XMR/BTC,0.007291,0.00745,0.007286,0.00738,3.72091637,503.57,3.08134258,416.6,2980,0.007389269185651582
1667347200000,2022-11-02 00:00:00,XMR/BTC,0.007297,0.007394,0.00721,0.007291,1.44087428,196.91,0.74773568,101.95,2516,0.007317681408234418
1667260800000,2022-11-01 00:00:00,XMR/BTC,0.007286,0.00739,0.007241,0.007338,4.74461578,646.09,0.89388993,121.72,2393,0.007343663865253133
1667174400000,2022-10-31 00:00:00,XMR/BTC,0.00714,0.007356,0.007139,0.007286,8.62360841,1186.08,3.50726828,482.17,3510,0.007270974244212147
1667088000000,2022-10-30 00:00:00,XMR/BTC,0.007142,0.007224,0.00709,0.00718,2.61642257,363.89,0.86542252,120.41,3352,0.007190237061434344
1667001600000,2022-10-29 00:00:00,XMR/BTC,0.007129,0.007164,0.007057,0.007153,1.48382558,208.63,0.70208509,98.71,3701,0.007112283115498502
1666915200000,2022-10-28 00:00:00,XMR/BTC,0.007222,0.007261,0.007045,0.007128,2.19126075,304.6,0.64431543,89.33,1911,0.007194324434537824
1666828800000,2022-10-27 00:00:00,XMR/BTC,0.007088,0.007247,0.007073,0.007218,4.03888472,563.54,0.81838631,114.21,2614,0.007167213605095903
1666742400000,2022-10-26 00:00:00,XMR/BTC,0.007181,0.0072,0.007001,0.007073,2.43569647,342.6,0.52273217,73.25,2645,0.007109752406730871
1666656000000,2022-10-25 00:00:00,XMR/BTC,0.007424,0.00753,0.007145,0.007181,6.10307801,832.71,1.58107061,212.79,3527,0.007331077783661733
1666569600000,2022-10-24 00:00:00,XMR/BTC,0.007387,0.007463,0.007336,0.007429,2.31770127,312.94,0.84668651,114.26,2908,0.007406323707484732
1666483200000,2022-10-23 00:00:00,XMR/BTC,0.007437,0.007531,0.007295,0.007383,2.28640236,307.68,0.80588736,108,3111,0.00743149264627186
1666396800000,2022-10-22 00:00:00,XMR/BTC,0.007309,0.00745,0.007308,0.007437,3.06347685,415.39,1.53573209,208.18,3064,0.007375119204392594
1666310400000,2022-10-21 00:00:00,XMR/BTC,0.007408,0.00751,0.007255,0.007358,5.49955008,747.55,1.38834277,188.09,3512,0.007357149740001096
1666224000000,2022-10-20 00:00:00,XMR/BTC,0.007571,0.007765,0.007375,0.007407,4.79998186,633.77,0.75168037,98.3,2739,0.007576222117667907
1666137600000,2022-10-19 00:00:00,XMR/BTC,0.007572,0.00775,0.007545,0.007611,4.0539258,527.9,2.28335662,297.05,2354,0.007679543867802667
1666051200000,2022-10-18 00:00:00,XMR/BTC,0.007369,0.007649,0.00725,0.007557,5.18904216,693.06,4.05431008,540.86,1986,0.00748828323861182
1665964800000,2022-10-17 00:00:00,XMR/BTC,0.007434,0.007499,0.007318,0.007357,1.38409209,186.74,0.70133415,94.66,2482,0.007412229062900844
1665878400000,2022-10-16 00:00:00,XMR/BTC,0.007336,0.007449,0.007331,0.007434,2.36975655,320.16,1.02623376,138.71,5128,0.007401883330170501
1665792000000,2022-10-15 00:00:00,XMR/BTC,0.007335,0.007378,0.007285,0.007336,1.10572798,150.65,0.51973868,70.75,3098,0.007339774179268835
1665705600000,2022-10-14 00:00:00,XMR/BTC,0.007378,0.007414,0.007258,0.007335,1.7055904,232.87,0.96312615,131.46,3138,0.007324304294183711
1665619200000,2022-10-13 00:00:00,XMR/BTC,0.007541,0.007612,0.007289,0.007377,6.62892833,892.36,2.77028899,370.83,2779,0.007429183949367699
1665532800000,2022-10-12 00:00:00,XMR/BTC,0.007595,0.007671,0.007451,0.007588,8.57578722,1136.64,2.50001229,329.84,2770,0.007545226091796071
1665446400000,2022-10-11 00:00:00,XMR/BTC,0.007446,0.007627,0.007391,0.007595,3.35715676,446.05,1.2144486,161.15,2776,0.007526725940059462
1665360000000,2022-10-10 00:00:00,XMR/BTC,0.007522,0.007626,0.00744,0.007451,1.80416637,239.36,0.84563025,112.08,4978,0.007537776727025344
1665273600000,2022-10-09 00:00:00,XMR/BTC,0.007588,0.00765,0.007488,0.007514,2.86965815,377.81,1.84392602,242.67,3476,0.007595602229822123
1665187200000,2022-10-08 00:00:00,XMR/BTC,0.007484,0.007596,0.007469,0.007588,2.44413194,323.98,1.34416002,178.15,4621,0.007544204892358098
1665100800000,2022-10-07 00:00:00,XMR/BTC,0.00748,0.007488,0.0073,0.007484,3.36523366,454.71,1.13158291,152.38,3042,0.007401286214953897
1665014400000,2022-10-06 00:00:00,XMR/BTC,0.007222,0.007649,0.007152,0.007481,6.13502531,830.51,4.93068683,665.19,2839,0.007390654351772761
1664928000000,2022-10-05 00:00:00,XMR/BTC,0.007264,0.007343,0.007213,0.00726,2.17962689,299.94,0.77872612,107.18,2810,0.007267056121100067
1664841600000,2022-10-04 00:00:00,XMR/BTC,0.007229,0.00734,0.007209,0.007239,5.85777475,801.75,3.20505375,438.06,3573,0.007306333821512177
1664755200000,2022-10-03 00:00:00,XMR/BTC,0.0072,0.007337,0.007164,0.007223,3.80306914,524.84,1.03596909,142.95,3772,0.007246355112449111
1664668800000,2022-10-02 00:00:00,XMR/BTC,0.007289,0.007373,0.0072,0.0072,2.07891491,284.61,0.8434326,114.95,1078,0.007304759580482051
1664582400000,2022-10-01 00:00:00,XMR/BTC,0.007588,0.007792,0.007289,0.007289,6.54647393,867.19,1.35095138,175.3,3084,0.007552614495499595
1664496000000,2022-09-30 00:00:00,XMR/BTC,0.007578,0.007765,0.00748,0.007586,9.71296362,1272.39,2.31309959,302.39,4654,0.007634157342713034
1664409600000,2022-09-29 00:00:00,XMR/BTC,0.007573,0.007789,0.007524,0.007589,3.95243345,513.74,3.16993098,411.18,2632,0.007694187405328374
1664323200000,2022-09-28 00:00:00,XMR/BTC,0.00755,0.007675,0.007431,0.007581,6.3245947,839.63,2.66170375,353.17,3026,0.007532846061685821
1664236800000,2022-09-27 00:00:00,XMR/BTC,0.00757,0.007722,0.007432,0.007589,4.86786658,644.5,3.67085119,485.26,2161,0.007554073164806677
1664150400000,2022-09-26 00:00:00,XMR/BTC,0.007505,0.007617,0.007446,0.007588,4.94553241,656.01,3.27688416,434.7,4190,0.007538974733032741
1664064000000,2022-09-25 00:00:00,XMR/BTC,0.00751,0.007552,0.007434,0.0075,1.65583894,220.21,1.03332256,137.32,3881,0.007519447957516015
1663977600000,2022-09-24 00:00:00,XMR/BTC,0.007372,0.00755,0.007358,0.007501,1.60591011,215.06,0.95259406,127.38,1660,0.007467504707215036
1663891200000,2022-09-23 00:00:00,XMR/BTC,0.007437,0.00755,0.007336,0.007336,2.94990779,396,1.67367197,224.23,2956,0.007449596827698599
1663804800000,2022-09-22 00:00:00,XMR/BTC,0.007301,0.007449,0.00725,0.007417,3.15839785,430.24,1.78098674,242.58,3499,0.007341415637807299
1663718400000,2022-09-21 00:00:00,XMR/BTC,0.007532,0.0076,0.007251,0.007311,4.89296096,662.42,2.03094218,273.25,3722,0.007387148642239911
1663632000000,2022-09-20 00:00:00,XMR/BTC,0.007195,0.007551,0.007195,0.007533,7.74698581,1043.85,5.0208749,674.38,3753,0.007422587446663357
1663545600000,2022-09-19 00:00:00,XMR/BTC,0.007232,0.007452,0.0072,0.007208,4.28324894,582.05,1.92489748,260.69,2451,0.007359774512801713
1663459200000,2022-09-18 00:00:00,XMR/BTC,0.007367,0.00755,0.007102,0.007238,4.97473371,679.99,1.37094975,185.87,4046,0.007317221830992463
1663372800000,2022-09-17 00:00:00,XMR/BTC,0.007534,0.007638,0.007338,0.007347,7.5116438,993.31,1.73778005,229.35,3644,0.007562839367481057
1663286400000,2022-09-16 00:00:00,XMR/BTC,0.007389,0.00759,0.00695,0.007531,7.69385648,1043.08,4.89533925,659.72,5359,0.007378658588126716
1663200000000,2022-09-15 00:00:00,XMR/BTC,0.007408,0.0076,0.007,0.007397,8.08318444,1107.02,2.44401057,328.96,4822,0.007304665232141331
1663113600000,2022-09-14 00:00:00,XMR/BTC,0.007209,0.007564,0.007116,0.00741,3.78459454,512.24,2.88949097,389.17,3325,0.007390232004461271
1663027200000,2022-09-13 00:00:00,XMR/BTC,0.00733,0.007419,0.007059,0.007208,4.41348625,606.98,2.19640993,300.85,1658,0.007272267127418337
1662940800000,2022-09-12 00:00:00,XMR/BTC,0.007286,0.00745,0.00715,0.00733,5.85806748,802.22,2.40621882,328.92,1813,0.007303345312546275
1662854400000,2022-09-11 00:00:00,XMR/BTC,0.007291,0.007337,0.0072,0.007286,1.37413052,189.09,0.4784664,65.75,1413,0.007267187462075652
1662768000000,2022-09-10 00:00:00,XMR/BTC,0.007536,0.00759,0.007274,0.007275,2.25290002,303.72,0.93857965,125.62,1826,0.007418667672451377
1662681600000,2022-09-09 00:00:00,XMR/BTC,0.007867,0.007912,0.007324,0.007548,5.40469883,717.39,1.1397388,150.39,1811,0.007536063697970541
1662595200000,2022-09-08 00:00:00,XMR/BTC,0.007725,0.00795,0.00765,0.007866,3.41724578,437.69,2.7280439,349.08,2110,0.007808090140925807
1662508800000,2022-09-07 00:00:00,XMR/BTC,0.0077,0.007917,0.0069,0.007742,34.89055692,4611.05,9.93700488,1294.87,2889,0.007574175874710407
1662422400000,2022-09-06 00:00:00,XMR/BTC,0.007959,0.008,0.007692,0.0077,2.65599768,339.94,0.7965263,100.71,1476,0.007814307468318021
