unix,date,symbol,open,high,low,close,Volume CORN,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1672444800000,2022-12-31 00:00:00,CORN/USDT,6.2,6.2,6.2,6.2,2.7992194,0.451487,0,0,2,6.2
1672358400000,2022-12-30 00:00:00,CORN/USDT,8.07,8.07,8.07,8.07,0,0,0,0,0,8.07
1672272000000,2022-12-29 00:00:00,CORN/USDT,8.07,8.07,8.07,8.07,0,0,0,0,0,8.07
1672185600000,2022-12-28 00:00:00,CORN/USDT,8.07,8.07,8.07,8.07,0,0,0,0,0,8.07
1672099200000,2022-12-27 00:00:00,CORN/USDT,8.07,8.07,8.07,8.07,0,0,0,0,0,8.07
1672012800000,2022-12-26 00:00:00,CORN/USDT,8.07,8.07,8.07,8.07,0,0,0,0,0,8.07
1671926400000,2022-12-25 00:00:00,CORN/USDT,8.07,8.07,8.07,8.07,0,0,0,0,0,8.07
1671840000000,2022-12-24 00:00:00,CORN/USDT,8.07,8.07,8.07,8.07,0,0,0,0,0,8.07
1671753600000,2022-12-23 00:00:00,CORN/USDT,8.07,8.07,8.07,8.07,0,0,0,0,0,8.07
1671667200000,2022-12-22 00:00:00,CORN/USDT,8.07,8.07,8.07,8.07,0,0,0,0,0,8.07
1671580800000,2022-12-21 00:00:00,CORN/USDT,8.07,8.07,8.07,8.07,0,0,0,0,0,8.07
1671494400000,2022-12-20 00:00:00,CORN/USDT,8.07,8.07,8.07,8.07,0,0,0,0,0,8.07
1671408000000,2022-12-19 00:00:00,CORN/USDT,8.07,8.07,8.07,8.07,0,0,0,0,0,8.07
1671321600000,2022-12-18 00:00:00,CORN/USDT,8.07,8.07,8.07,8.07,0,0,0,0,0,8.07
1671235200000,2022-12-17 00:00:00,CORN/USDT,8.07,8.07,8.07,8.07,0.1154817,0.01431,0,0,1,8.07
1671148800000,2022-12-16 00:00:00,CORN/USDT,8.34,8.34,8.07,8.07,110.66134288,13.55,0,0,4,8.168778230308061484
1671062400000,2022-12-15 00:00:00,CORN/USDT,8.22,8.22,8.22,8.22,0,0,0,0,0,8.22
1670976000000,2022-12-14 00:00:00,CORN/USDT,8.22,8.22,8.22,8.22,0,0,0,0,0,8.22
1670889600000,2022-12-13 00:00:00,CORN/USDT,8.22,8.22,8.22,8.22,0,0,0,0,0,8.22
1670803200000,2022-12-12 00:00:00,CORN/USDT,8.22,8.22,8.22,8.22,0,0,0,0,0,8.22
1670716800000,2022-12-11 00:00:00,CORN/USDT,8.22,8.22,8.22,8.22,0,0,0,0,0,8.22
1670630400000,2022-12-10 00:00:00,CORN/USDT,8.22,8.22,8.22,8.22,0,0,0,0,0,8.22
1670544000000,2022-12-09 00:00:00,CORN/USDT,8.22,8.22,8.22,8.22,16.416162,1.9971,0,0,1,8.22
1670457600000,2022-12-08 00:00:00,CORN/USDT,11.05,11.05,11.05,11.05,0,0,0,0,0,9.167726292762458426
1670371200000,2022-12-07 00:00:00,CORN/USDT,11.05,11.05,11.05,11.05,0,0,0,0,0,9.167726292762458426
1670284800000,2022-12-06 00:00:00,CORN/USDT,11.05,11.05,11.05,11.05,0,0,0,0,0,9.167726292762458426
1670198400000,2022-12-05 00:00:00,CORN/USDT,11.05,11.05,11.05,11.05,0,0,0,0,0,9.167726292762458426
1670112000000,2022-12-04 00:00:00,CORN/USDT,11.05,11.05,11.05,11.05,0,0,0,0,0,9.167726292762458426
1670025600000,2022-12-03 00:00:00,CORN/USDT,11.05,11.05,11.05,11.05,0,0,0,0,0,9.167726292762458426
1669939200000,2022-12-02 00:00:00,CORN/USDT,11.05,11.05,11.05,11.05,0,0,0,0,0,9.167726292762458426
1669852800000,2022-12-01 00:00:00,CORN/USDT,11.05,11.05,11.05,11.05,0,0,0,0,0,9.167726292762458426
1669766400000,2022-11-30 00:00:00,CORN/USDT,11.05,11.05,11.05,11.05,0,0,0,0,0,9.167726292762458426
1669680000000,2022-11-29 00:00:00,CORN/USDT,11.05,11.05,11.05,11.05,0,0,0,0,0,9.167726292762458426
1669593600000,2022-11-28 00:00:00,CORN/USDT,8.14,12.49,8.14,11.05,18.42158441,2.058242,1.00999136,0.080864,4,9.167726292762458426
1669507200000,2022-11-27 00:00:00,CORN/USDT,8.14,8.14,8.14,8.14,0,0,0,0,0,8.149456109723137266
1669420800000,2022-11-26 00:00:00,CORN/USDT,8.14,8.14,8.14,8.14,0,0,0,0,0,8.149456109723137266
1669334400000,2022-11-25 00:00:00,CORN/USDT,8.15,8.15,8.14,8.14,8.61876632,1.057588,0,0,3,8.149456109723137266
1669248000000,2022-11-24 00:00:00,CORN/USDT,8.12,8.12,8.12,8.12,0,0,0,0,0,8.12
1669161600000,2022-11-23 00:00:00,CORN/USDT,8.12,8.12,8.12,8.12,0,0,0,0,0,8.12
1669075200000,2022-11-22 00:00:00,CORN/USDT,8.12,8.12,8.12,8.12,0,0,0,0,0,8.12
1668988800000,2022-11-21 00:00:00,CORN/USDT,8.12,8.12,8.12,8.12,15.8899468,1.95689,0,0,1,8.12
1668902400000,2022-11-20 00:00:00,CORN/USDT,8.08,8.08,8.08,8.08,0,0,0,0,0,8.08
1668816000000,2022-11-19 00:00:00,CORN/USDT,8.08,8.08,8.08,8.08,0,0,0,0,0,8.08
1668729600000,2022-11-18 00:00:00,CORN/USDT,8.08,8.08,8.08,8.08,0,0,0,0,0,8.08
1668643200000,2022-11-17 00:00:00,CORN/USDT,8.08,8.08,8.08,8.08,0,0,0,0,0,8.08
1668556800000,2022-11-16 00:00:00,CORN/USDT,8.08,8.08,8.08,8.08,0,0,0,0,0,8.08
1668470400000,2022-11-15 00:00:00,CORN/USDT,8.08,8.08,8.08,8.08,0,0,0,0,0,8.08
1668384000000,2022-11-14 00:00:00,CORN/USDT,8.08,8.08,8.08,8.08,139.67876608,17.286976,0,0,2,8.08
1668297600000,2022-11-13 00:00:00,CORN/USDT,8.08,8.08,8.08,8.08,0,0,0,0,0,9.069434982776588279
1668211200000,2022-11-12 00:00:00,CORN/USDT,10,10,8.08,8.08,16.2653024,1.813856,8.38201,0.838201,3,9.069434982776588279
1668124800000,2022-11-11 00:00:00,CORN/USDT,8.09,10.1,8.08,10.1,694.37684366,85.870313,448.6458784,55.480734,18,8.087392890704047701
1668038400000,2022-11-10 00:00:00,CORN/USDT,10.52,10.52,8.09,8.09,111.48075119,11.564902,0,0,7,9.77956638478496065
1667952000000,2022-11-09 00:00:00,CORN/USDT,10.52,12.49,10.52,12.49,3.35272603,0.285116,1.42809411,0.114339,4,11.836179216081070602
1667865600000,2022-11-08 00:00:00,CORN/USDT,10.51,10.51,10.51,10.51,0,0,0,0,0,10.51
1667779200000,2022-11-07 00:00:00,CORN/USDT,10.51,10.51,10.51,10.51,0,0,0,0,0,10.51
1667692800000,2022-11-06 00:00:00,CORN/USDT,10.51,10.51,10.51,10.51,0,0,0,0,0,10.51
1667606400000,2022-11-05 00:00:00,CORN/USDT,10.51,10.51,10.51,10.51,0,0,0,0,0,10.51
1667520000000,2022-11-04 00:00:00,CORN/USDT,10.51,10.51,10.51,10.51,0,0,0,0,0,10.51
1667433600000,2022-11-03 00:00:00,CORN/USDT,10.51,10.51,10.51,10.51,0,0,0,0,0,10.51
1667347200000,2022-11-02 00:00:00,CORN/USDT,10.51,10.51,10.51,10.51,58.01260403,5.519753,0,0,1,10.51
1667260800000,2022-11-01 00:00:00,CORN/USDT,10.51,12.47,10.51,12.47,7.09306621,0.623891,3.40998385,0.273455,4,11.45226786387208981
1667174400000,2022-10-31 00:00:00,CORN/USDT,12.47,12.47,12.47,12.47,0,0,0,0,0,12.419515899982404197
1667088000000,2022-10-30 00:00:00,CORN/USDT,11.1,15.01,10.89,12.47,1735.76525957,141.411931,836.16290488,74.750107,42,12.419515899982404197
1667001600000,2022-10-29 00:00:00,CORN/USDT,10.85,10.85,10.85,10.85,0,0,0,0,0,10.85
1666915200000,2022-10-28 00:00:00,CORN/USDT,10.85,10.85,10.85,10.85,1.1303313,0.104178,1.1303313,0.104178,1,10.85
1666828800000,2022-10-27 00:00:00,CORN/USDT,11.1,11.1,11.1,11.1,0,0,0,0,0,11.1
1666742400000,2022-10-26 00:00:00,CORN/USDT,11.1,11.1,11.1,11.1,0,0,0,0,0,11.1
1666656000000,2022-10-25 00:00:00,CORN/USDT,11.1,11.1,11.1,11.1,0,0,0,0,0,11.1
1666569600000,2022-10-24 00:00:00,CORN/USDT,11.1,11.1,11.1,11.1,116.5145355,10.496805,115.5045465,10.405815,3,11.1
1666483200000,2022-10-23 00:00:00,CORN/USDT,11.1,11.1,11.1,11.1,0,0,0,0,0,11.120028054386100629
1666396800000,2022-10-22 00:00:00,CORN/USDT,11.1,11.1,11.1,11.1,0,0,0,0,0,11.120028054386100629
1666310400000,2022-10-21 00:00:00,CORN/USDT,11.99,11.99,11.1,11.1,14.14231267,1.271954,8.5631838,0.771458,3,11.120028054386100629
1666224000000,2022-10-20 00:00:00,CORN/USDT,11.99,11.99,11.99,11.99,1.99999195,0.166805,1.99999195,0.166805,1,11.99
1666137600000,2022-10-19 00:00:00,CORN/USDT,10.99,10.99,10.99,10.99,0,0,0,0,0,10.939337673278986863
1666051200000,2022-10-18 00:00:00,CORN/USDT,10.99,10.99,10.99,10.99,0,0,0,0,0,10.939337673278986863
1665964800000,2022-10-17 00:00:00,CORN/USDT,10.99,10.99,10.99,10.99,0,0,0,0,0,10.939337673278986863
1665878400000,2022-10-16 00:00:00,CORN/USDT,10.99,10.99,10.99,10.99,0,0,0,0,0,10.939337673278986863
1665792000000,2022-10-15 00:00:00,CORN/USDT,10.99,10.99,10.99,10.99,0,0,0,0,0,10.939337673278986863
1665705600000,2022-10-14 00:00:00,CORN/USDT,10.52,10.99,10.52,10.99,8.31304419,0.760045,7.51583859,0.684265,4,10.939337673278986863
1665619200000,2022-10-13 00:00:00,CORN/USDT,10.51,10.51,10.51,10.51,5.71585299,0.543849,0,0,1,10.51
1665532800000,2022-10-12 00:00:00,CORN/USDT,10.51,10.51,10.51,10.51,0,0,0,0,0,10.51
1665446400000,2022-10-11 00:00:00,CORN/USDT,10.51,10.51,10.51,10.51,0,0,0,0,0,10.51
1665360000000,2022-10-10 00:00:00,CORN/USDT,10.51,10.51,10.51,10.51,0,0,0,0,0,10.51
1665273600000,2022-10-09 00:00:00,CORN/USDT,10.51,10.51,10.51,10.51,0.57993129,0.055179,0,0,1,10.51
1665187200000,2022-10-08 00:00:00,CORN/USDT,10.5,10.5,10.5,10.5,0,0,0,0,0,11.007467567554189617
1665100800000,2022-10-07 00:00:00,CORN/USDT,10.5,10.5,10.5,10.5,0,0,0,0,0,11.007467567554189617
1665014400000,2022-10-06 00:00:00,CORN/USDT,10.99,11.99,10.5,10.5,56.96950473,5.194601,22.07998211,1.871889,6,11.007467567554189617
1664928000000,2022-10-05 00:00:00,CORN/USDT,12.05,12.05,12.05,12.05,0,0,0,0,0,12.110973248699399625
1664841600000,2022-10-04 00:00:00,CORN/USDT,12.05,12.05,12.05,12.05,0,0,0,0,0,12.110973248699399625
1664755200000,2022-10-03 00:00:00,CORN/USDT,12.05,12.05,12.05,12.05,0,0,0,0,0,12.110973248699399625
1664668800000,2022-10-02 00:00:00,CORN/USDT,12.05,12.05,12.05,12.05,0,0,0,0,0,12.110973248699399625
1664582400000,2022-10-01 00:00:00,CORN/USDT,12.05,12.05,12.05,12.05,0,0,0,0,0,12.110973248699399625
1664496000000,2022-09-30 00:00:00,CORN/USDT,12.05,12.05,12.05,12.05,0,0,0,0,0,12.110973248699399625
1664409600000,2022-09-29 00:00:00,CORN/USDT,12.3,12.3,12.03,12.05,75.7599352,6.255894,75.7599352,6.255894,5,12.110973248699399625
1664323200000,2022-09-28 00:00:00,CORN/USDT,11.99,11.99,11.99,11.99,0,0,0,0,0,11.733383437111205772
1664236800000,2022-09-27 00:00:00,CORN/USDT,9.86,11.99,9.86,11.99,42.31879491,3.616591,42.31879491,3.616591,7,11.733383437111205772
1664150400000,2022-09-26 00:00:00,CORN/USDT,11.04,11.99,9,11.87,911.82089947,84.503721,475.45518051,40.57697,45,10.894953521576907653
1664064000000,2022-09-25 00:00:00,CORN/USDT,11.99,11.99,11.99,11.99,1.00998964,0.084236,1.00998964,0.084236,1,11.99
1663977600000,2022-09-24 00:00:00,CORN/USDT,11.99,11.99,11.99,11.99,18.13904752,1.512848,18.13904752,1.512848,2,11.99
1663891200000,2022-09-23 00:00:00,CORN/USDT,11.05,11.05,11.05,11.05,0.0036465,0.00033,0,0,1,11.05
1663804800000,2022-09-22 00:00:00,CORN/USDT,11.04,11.04,11.04,11.04,33.12,3,0,0,2,11.04
1663718400000,2022-09-21 00:00:00,CORN/USDT,11.04,11.04,11.04,11.04,52.53777024,4.758856,0,0,1,11.04
1663632000000,2022-09-20 00:00:00,CORN/USDT,11.04,11.04,11.04,11.04,0,0,0,0,0,11.04
1663545600000,2022-09-19 00:00:00,CORN/USDT,11.04,11.04,11.04,11.04,10.08943392,0.913898,0,0,1,11.04
1663459200000,2022-09-18 00:00:00,CORN/USDT,11.04,11.04,11.04,11.04,0,0,0,0,0,11.079470681242195913
1663372800000,2022-09-17 00:00:00,CORN/USDT,11.11,11.11,11.04,11.04,69.6533381,6.286756,0,0,4,11.079470681242195913
1663286400000,2022-09-16 00:00:00,CORN/USDT,11.03,11.03,11.03,11.03,0.83556662,0.075754,0,0,1,11.03
1663200000000,2022-09-15 00:00:00,CORN/USDT,11.03,11.03,11.03,11.03,0,0,0,0,0,12.083236098679323233
1663113600000,2022-09-14 00:00:00,CORN/USDT,11.03,11.03,11.03,11.03,0,0,0,0,0,12.083236098679323233
1663027200000,2022-09-13 00:00:00,CORN/USDT,13.08,13.08,11.03,11.03,13.84138759,1.153817,0,0,5,12.083236098679323233
1662940800000,2022-09-12 00:00:00,CORN/USDT,13.07,13.07,13.07,13.07,1.82977386,0.139998,1.82977386,0.139998,1,13.07
1662854400000,2022-09-11 00:00:00,CORN/USDT,13.19,13.2,11.58,13.2,378.32996702,28.680302,378.32996702,28.680302,4,13.191810880793811879
1662768000000,2022-09-10 00:00:00,CORN/USDT,13.18,13.31,13.18,13.31,16.63388792,1.251627,2.56560391,0.194656,8,13.289979124988597373
1662681600000,2022-09-09 00:00:00,CORN/USDT,12.64,12.64,10.56,10.56,16.78037536,1.463919,0.67039104,0.063484,6,11.555351912127906058
1662595200000,2022-09-08 00:00:00,CORN/USDT,13.18,13.18,13.17,13.17,3.00921619,0.228375,3.00921619,0.228375,4,13.176646202179312347
1662508800000,2022-09-07 00:00:00,CORN/USDT,13.3,13.31,13.3,13.31,12.89959382,0.96926,12.89959382,0.96926,2,13.308704209277187923
1662422400000,2022-09-06 00:00:00,CORN/USDT,12.64,12.64,12.64,12.64,14.81712624,1.172241,0,0,3,12.64
1662336000000,2022-09-05 00:00:00,CORN/USDT,12.62,12.64,12.62,12.64,14.54278932,1.151115,8.3463706,0.660892,5,12.633659124699469963
1662249600000,2022-09-04 00:00:00,CORN/USDT,12.38,12.38,12.38,12.38,0,0,0,0,0,12.384999995272261242
1662163200000,2022-09-03 00:00:00,CORN/USDT,12.39,12.39,12.38,12.38,2.01999317,0.1631,0,0,2,12.384999995272261242
1662076800000,2022-09-02 00:00:00,CORN/USDT,12.76,12.76,12.4,12.4,18.63664248,1.475652,13.485998,1.062404,4,12.631801194954296295
1661990400000,2022-09-01 00:00:00,CORN/USDT,12.51,12.51,12.39,12.39,0.23004876,0.0184,0,0,3,12.502716224160477978
1661904000000,2022-08-31 00:00:00,CORN/USDT,12.49,12.51,12.38,12.38,21.37414661,1.710373,10.52559971,0.843183,5,12.496838901607028884
1661817600000,2022-08-30 00:00:00,CORN/USDT,12.13,12.13,11.05,11.05,22.93801701,1.987135,0,0,6,11.563014291578468054
1661731200000,2022-08-29 00:00:00,CORN/USDT,17.98,17.98,11.55,11.55,38.09144062,2.190069,8.61788592,0.479304,3,17.590062004528092327
1661644800000,2022-08-28 00:00:00,CORN/USDT,11.01,12.55,11.01,12.55,28.32119047,2.344419,26.14846306,2.159164,5,12.085000672152183013
1661558400000,2022-08-27 00:00:00,CORN/USDT,18.84,18.84,10.56,10.56,13.51511544,1.23805,5.5784412,0.486471,5,11.175180255508050621
1661472000000,2022-08-26 00:00:00,CORN/USDT,18.95,18.95,18.95,18.95,1.63998985,0.086543,1.63998985,0.086543,1,18.95
1661385600000,2022-08-25 00:00:00,CORN/USDT,10.1,10.1,10.1,10.1,0,0,0,0,0,11.126959852476855956
1661299200000,2022-08-24 00:00:00,CORN/USDT,18.98,18.98,10.1,10.1,86.60391346,8.106361,0.97904534,0.051583,13,11.126959852476855956
1661212800000,2022-08-23 00:00:00,CORN/USDT,19.58,19.58,19.58,19.58,0,0,0,0,0,19.58
1661126400000,2022-08-22 00:00:00,CORN/USDT,19.58,19.58,19.58,19.58,0,0,0,0,0,19.58
1661040000000,2022-08-21 00:00:00,CORN/USDT,19.58,19.58,19.58,19.58,0,0,0,0,0,19.58
1660953600000,2022-08-20 00:00:00,CORN/USDT,19.58,19.58,19.58,19.58,1.09998482,0.056179,0,0,1,19.58
1660867200000,2022-08-19 00:00:00,CORN/USDT,8.09,8.09,8.09,8.09,11.33491518,1.401102,0,0,1,8.09
1660780800000,2022-08-18 00:00:00,CORN/USDT,16,19.58,8.07,19.58,19.20307312,1.044644,18.52136794,0.96017,5,18.939027414128806899
1660694400000,2022-08-17 00:00:00,CORN/USDT,19.79,19.79,19.79,19.79,0,0,0,0,0,19.79
1660608000000,2022-08-16 00:00:00,CORN/USDT,19.79,19.79,19.79,19.79,0,0,0,0,0,19.79
1660521600000,2022-08-15 00:00:00,CORN/USDT,19.79,19.79,19.79,19.79,0,0,0,0,0,19.79
1660435200000,2022-08-14 00:00:00,CORN/USDT,19.79,19.79,19.79,19.79,0,0,0,0,0,19.79
1660348800000,2022-08-13 00:00:00,CORN/USDT,19.79,19.79,19.79,19.79,1.09998757,0.055583,1.09998757,0.055583,1,19.79
1660262400000,2022-08-12 00:00:00,CORN/USDT,15.03,15.03,15.03,15.03,0,0,0,0,0,15.064058856997621451
1660176000000,2022-08-11 00:00:00,CORN/USDT,15,19.99,15,15.03,159.25794313,10.577986,2.16017473,0.125706,12,15.064058856997621451
1660089600000,2022-08-10 00:00:00,CORN/USDT,15.03,15.03,15.03,15.03,0,0,0,0,0,18.329155707929583255
1660003200000,2022-08-09 00:00:00,CORN/USDT,15.03,15.03,15.03,15.03,0,0,0,0,0,18.329155707929583255
1659916800000,2022-08-08 00:00:00,CORN/USDT,15.03,15.03,15.03,15.03,0,0,0,0,0,18.329155707929583255
1659830400000,2022-08-07 00:00:00,CORN/USDT,19.99,19.99,15.03,15.03,3.00682914,0.167038,3.00682914,0.167038,2,18.329155707929583255
1659744000000,2022-08-06 00:00:00,CORN/USDT,7.02,7.02,7.02,7.02,7.02,1,0,0,1,7.02
1659657600000,2022-08-05 00:00:00,CORN/USDT,8,8,8,8,0,0,0,0,0,8
1659571200000,2022-08-04 00:00:00,CORN/USDT,8,8,8,8,8.470832,1.058854,0,0,1,8
1659139200000,2022-07-30 00:00:00,CORN/USDT,13.85999028,13.85999028,12.91365192,13.85860314,52.66432773,3.84582359,0,0,0,13.69390105
1659052800000,2022-07-29 00:00:00,CORN/USDT,12.2138931,12.3699577,12.12379554,12.3699577,57.78134773,4.72750718,0,0,0,12.22237122
1658966400000,2022-07-28 00:00:00,CORN/USDT,11.72139024,11.72139024,10.8,10.8,0,0,0,0,0,11.21806521
1658880000000,2022-07-27 00:00:00,CORN/USDT,11.72139024,11.72139024,10.8,10.8,14.64520354,1.30550173,0,0,0,11.21806521
1658793600000,2022-07-26 00:00:00,CORN/USDT,11.72139026,11.72139026,11.72139024,11.72139024,154.72235127,13.2,0,0,0,11.72139024
1658707200000,2022-07-25 00:00:00,CORN/USDT,13.72139024,13.72139024,11.72139024,13.08599903,0,0,0,0,0,11.85393782
1658620800000,2022-07-24 00:00:00,CORN/USDT,13.72139024,13.72139024,11.72139024,13.08599903,18.76738315,1.5832193,0,0,0,11.85393782
1658534400000,2022-07-23 00:00:00,CORN/USDT,13.72139037,13.72139038,13.72139024,13.72139024,99.21934902,7.23099821,0,0,0,13.72139034
1658448000000,2022-07-22 00:00:00,CORN/USDT,13.72138927,13.72139024,13.72138927,13.72139024,0,0,0,0,0,13.72139006
1658361600000,2022-07-21 00:00:00,CORN/USDT,13.72138927,13.72139024,13.72138927,13.72139024,0,0,0,0,0,13.72139006
1658275200000,2022-07-20 00:00:00,CORN/USDT,13.72138927,13.72139024,13.72138927,13.72139024,6.01350553,0.43825775,0,0,0,13.72139006
1658188800000,2022-07-19 00:00:00,CORN/USDT,13.72139023,13.72139023,13.72138927,13.72138927,22.27281139,1.62321832,0,0,0,13.72138986
1658102400000,2022-07-18 00:00:00,CORN/USDT,13.72138927,13.72138928,13.72138927,13.72138927,119.26989106,8.69226058,0,0,0,13.72138927
1658016000000,2022-07-17 00:00:00,CORN/USDT,13.72138945,13.72138945,13.72138921,13.72138927,21.74000008,1.58438768,0,0,0,13.72138925
1657929600000,2022-07-16 00:00:00,CORN/USDT,13.72138983,13.72138983,13.72138977,13.72138977,3.12181802,0.22751471,0,0,0,13.72138979
1657843200000,2022-07-15 00:00:00,CORN/USDT,13.99999018,13.99999018,13.72139037,13.72139037,0,0,0,0,0,13.78324892
1657756800000,2022-07-14 00:00:00,CORN/USDT,13.99999018,13.99999018,13.72139037,13.72139037,6.70639951,0.48656159,0,0,0,13.78324892
1657670400000,2022-07-13 00:00:00,CORN/USDT,10.80000004,10.80000004,10.80000003,10.80000003,0,0,0,0,0,10.80000003
1657584000000,2022-07-12 00:00:00,CORN/USDT,10.80000004,10.80000004,10.80000003,10.80000003,0,0,0,0,0,10.80000003
1657497600000,2022-07-11 00:00:00,CORN/USDT,10.80000004,10.80000004,10.80000003,10.80000003,0,0,0,0,0,10.80000003
1657411200000,2022-07-10 00:00:00,CORN/USDT,10.80000004,10.80000004,10.80000003,10.80000003,0,0,0,0,0,10.80000003
1657324800000,2022-07-09 00:00:00,CORN/USDT,10.80000004,10.80000004,10.80000003,10.80000003,0,0,0,0,0,10.80000003
1657238400000,2022-07-08 00:00:00,CORN/USDT,10.80000004,10.80000004,10.80000003,10.80000003,0,0,0,0,0,10.80000003
1657152000000,2022-07-07 00:00:00,CORN/USDT,10.80000004,10.80000004,10.80000003,10.80000003,0,0,0,0,0,10.80000003
1657065600000,2022-07-06 00:00:00,CORN/USDT,10.80000004,10.80000004,10.80000003,10.80000003,0,0,0,0,0,10.80000003
1656979200000,2022-07-05 00:00:00,CORN/USDT,10.80000004,10.80000004,10.80000003,10.80000003,26.62822875,2.46557673,0,0,0,10.80000003
1656892800000,2022-07-04 00:00:00,CORN/USDT,10.80000077,10.80000077,10.8,10.8,0,0,0,0,0,10.8000003
1656806400000,2022-07-03 00:00:00,CORN/USDT,10.80000077,10.80000077,10.8,10.8,0,0,0,0,0,10.8000003
1656720000000,2022-07-02 00:00:00,CORN/USDT,10.80000077,10.80000077,10.8,10.8,0,0,0,0,0,10.8000003
1656633600000,2022-07-01 00:00:00,CORN/USDT,10.80000077,10.80000077,10.8,10.8,0,0,0,0,0,10.8000003
1656547200000,2022-06-30 00:00:00,CORN/USDT,10.80000077,10.80000077,10.8,10.8,45.2738664,4.19202455,0,0,0,10.8000003
1656460800000,2022-06-29 00:00:00,CORN/USDT,13.99999998,13.99999998,13.99999998,13.99999998,0.97961779,0.0699727,0,0,0,13.99999998
1656374400000,2022-06-28 00:00:00,CORN/USDT,14.43419984,14.43419984,14.43419983,14.43419983,2.01999986,0.1399454,0,0,0,14.43419983
1656288000000,2022-06-27 00:00:00,CORN/USDT,13.99999998,14.43419984,11.81135728,14.43419984,254.31820376,18.30612345,0,0,0,13.89252096
1656201600000,2022-06-26 00:00:00,CORN/USDT,12.03922745,12.03922745,12.03922745,12.03922745,0,0,0,0,0,12.03922745
1656115200000,2022-06-25 00:00:00,CORN/USDT,12.03922745,12.03922745,12.03922745,12.03922745,0,0,0,0,0,12.03922745
1656028800000,2022-06-24 00:00:00,CORN/USDT,12.03922745,12.03922745,12.03922745,12.03922745,2.02000009,0.16778486,0,0,0,12.03922745
1655942400000,2022-06-23 00:00:00,CORN/USDT,12.03922745,12.03922745,12.03922745,12.03922745,1.01000004,0.08389243,0,0,0,12.03922745
1655856000000,2022-06-22 00:00:00,CORN/USDT,9,12.13836,8.500003,12.03922745,96.9373097,9.08965853,0,0,0,10.6645711
1655769600000,2022-06-21 00:00:00,CORN/USDT,11.07283008,11.07283008,8.46682289,8.46682289,0,0,0,0,0,8.91976099
1655683200000,2022-06-20 00:00:00,CORN/USDT,11.07283008,11.07283008,8.46682289,8.46682289,0,0,0,0,0,8.91976099
1655596800000,2022-06-19 00:00:00,CORN/USDT,11.07283008,11.07283008,8.46682289,8.46682289,0,0,0,0,0,8.91976099
1655510400000,2022-06-18 00:00:00,CORN/USDT,11.07283008,11.07283008,8.46682289,8.46682289,0,0,0,0,0,8.91976099
1655424000000,2022-06-17 00:00:00,CORN/USDT,11.07283008,11.07283008,8.46682289,8.46682289,0,0,0,0,0,8.91976099
1655337600000,2022-06-16 00:00:00,CORN/USDT,11.07283008,11.07283008,8.46682289,8.46682289,0,0,0,0,0,8.91976099
1655251200000,2022-06-15 00:00:00,CORN/USDT,11.07283008,11.07283008,8.46682289,8.46682289,14.03362525,1.57331853,0,0,0,8.91976099
1655164800000,2022-06-14 00:00:00,CORN/USDT,12,12,8,11.9317842,410.93197261,46.3564795,0,0,0,8.86460699
1655078400000,2022-06-13 00:00:00,CORN/USDT,12.30000012,14.028982,12,12,89.65855874,7.38277188,0,0,0,12.14429488
1654992000000,2022-06-12 00:00:00,CORN/USDT,14.28984752,14.28984752,14.28984716,14.28984716,0,0,0,0,0,14.28984749
1654905600000,2022-06-11 00:00:00,CORN/USDT,14.28984752,14.28984752,14.28984716,14.28984716,0,0,0,0,0,14.28984749
1654819200000,2022-06-10 00:00:00,CORN/USDT,14.28984752,14.28984752,14.28984716,14.28984716,0,0,0,0,0,14.28984749
1654732800000,2022-06-09 00:00:00,CORN/USDT,14.28984752,14.28984752,14.28984716,14.28984716,15.29984748,1.07067955,0,0,0,14.28984749
1654646400000,2022-06-08 00:00:00,CORN/USDT,14.28984912,14.28984912,14.28984912,14.28984912,0,0,0,0,0,14.28984912
1654560000000,2022-06-07 00:00:00,CORN/USDT,14.28984912,14.28984912,14.28984912,14.28984912,0,0,0,0,0,14.28984912
1654473600000,2022-06-06 00:00:00,CORN/USDT,14.28984912,14.28984912,14.28984912,14.28984912,0,0,0,0,0,14.28984912
1654387200000,2022-06-05 00:00:00,CORN/USDT,14.28984912,14.28984912,14.28984912,14.28984912,0,0,0,0,0,14.28984912
1654300800000,2022-06-04 00:00:00,CORN/USDT,14.28984912,14.28984912,14.28984912,14.28984912,0,0,0,0,0,14.28984912
1654214400000,2022-06-03 00:00:00,CORN/USDT,14.28984912,14.28984912,14.28984912,14.28984912,2.01999935,0.14135904,0,0,0,14.28984912
1654128000000,2022-06-02 00:00:00,CORN/USDT,14.57991287,14.57999984,14.28985784,14.28985784,0,0,0,0,0,14.4544378
1654041600000,2022-06-01 00:00:00,CORN/USDT,14.57991287,14.57999984,14.28985784,14.28985784,18.24532312,1.26226446,0,0,0,14.4544378
1653955200000,2022-05-31 00:00:00,CORN/USDT,12.30000012,12.30000012,12.30000011,12.30000011,18.98525226,1.54351643,0,0,0,12.30000011
1653868800000,2022-05-30 00:00:00,CORN/USDT,12.30000011,12.30000011,12.30000011,12.30000011,0,0,0,0,0,12.30000011
1653782400000,2022-05-29 00:00:00,CORN/USDT,12.30000011,12.30000011,12.30000011,12.30000011,0,0,0,0,0,12.30000011
